Market,State,Weeks,Periods,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U,TARTAS_KGS,TARTAS_PROMODOLLARS,TARTAS_PROMOKGS,TARTAS_DOLLARS,TARTAS_TDP,TARTAS_U,GALLETAS_KGS,GALLETAS_PROMODOLLARS,GALLETAS_PROMOKGS,GALLETAS_DOLLARS,GALLETAS_TDP,GALLETAS_U
Sacramento,California,24/10/2021,P1,46789.53472,0,0,259178.5537,1607.231393,79938.89928,4999.956441,0,0,28066.97779,392.1338207,7438.223769,64127.84953,0,0,396177.1665,3414.043972,121811.6952,23060.0558,0,0,117044.1775,949.4768205,29037.58707
Buffalo/Rochester,Nueva York,24/10/2021,P1,48145.62266,0,0,293800.5412,1299.920297,80964.42852,5942.614432,0,0,30765.60401,334.43726,7917.494073,93951.48759,0,0,551900.2995,3147.535682,180092.2625,41326.26649,0,0,216718.4233,893.2799885,53290.99224
Des Moines,Iowa,24/10/2021,P1,24071.52558,0,0,121647.4939,1403.698424,37413.04036,1616.207573,0,0,9491.384481,349.9817592,2358.902797,24512.74681,0,0,134793.8199,3393.332925,45079.12117,18220.62994,0,0,87559.11254,1020.990007,21172.99977
Jacksonville,Florida,24/10/2021,P1,30191.50315,78105.34395,13407.07409,187555.3534,1308.128724,55875.61675,5710.20386,19654.31352,3268.762691,33935.71612,344.1315772,7767.918361,64850.62561,259243.0689,46484.53738,370695.1637,3239.938604,141320.5652,32328.79111,115276.0474,19397.22914,185298.4842,921.7300409,41790.73376
Mississippi,Misisipi,24/10/2021,P1,80144.77591,0,0,451371.9716,1601.663174,173122.548,3681.537974,0,0,19768.36298,201.061308,5384.191934,89379.3498,0,0,537296.0561,3220.682714,207064.4231,36683.53601,0,0,192783.4765,769.6499021,48850.14771
South Carolina,Carolina del Sur,24/10/2021,P1,112398.7703,0,0,678540.999,1470.234106,221553.2584,12839.75237,0,0,66104.52421,231.6227768,18604.40946,192004.904,0,0,1132592.89,3249.953338,441901.696,100768.8064,0,0,516370.4666,872.7552641,133391.6733
Tampa/St Petersburg,Florida,24/10/2021,P1,61501.00827,118435.8478,20265.00618,387065.7102,1388.916667,114462.25,11728.20026,44359.38398,7250.809105,70777.20856,274.5616273,16390.37915,143535.4197,559863.96,102106.4143,812728.2397,3245.003453,311361.6799,70906.26699,261260.0605,42700.03428,409617.1422,942.1613004,91797.76276
5 Boroughs New York City,Nueva York,24/10/2021,P1,51179.41473,219892.3674,30796.65379,375076.6649,792.7493844,111436.6874,10791.71191,41131.27139,7597.116284,60559.34956,185.7430147,15671.81424,63655.07168,287566.2302,41729.69729,459015.6024,1576.545508,152733.3635,42702.62354,155877.775,28616.50504,238915.8894,514.9223576,59951.24496
Albany,Nueva York,24/10/2021,P1,21995.17627,67983.52725,12953.37278,120168.9774,1345.092376,36532.39814,2880.818231,6514.37793,1297.079385,15005.39174,327.5964282,4152.374095,27339.2289,73321.48707,11936.45163,172778.1304,3092.039166,51763.56254,21253.59904,50393.85992,9710.104024,111597.4436,951.4501006,28059.99491
Raleigh/Greensboro,Carolina del Norte,24/10/2021,P1,72506.76695,0,0,452655.6767,1369.974501,133845.8655,9981.860995,0,0,51048.96,193.2137812,14665.90472,97230.59271,0,0,618676.3415,3114.378093,206517.8892,65900.38746,0,0,331328.8241,901.7696549,87829.97426
San Francisco/Oakland,California,24/10/2021,P1,69402.25371,258122.8376,47767.88355,402564.0957,1576.370442,132166.9853,9234.280592,36228.68604,6306.116163,53934.92605,370.7129822,13709.16257,95187.65967,346537.3008,56250.88676,626094.5225,3226.686054,200709.8179,35280.36174,127773.3961,24737.966,184581.7018,882.1202505,44735.60049
Boise,Idaho,24/10/2021,P1,14007.78386,0,0,73181.56201,2018.979826,23818.57269,1958.776297,0,0,10213.58249,438.4492816,2810.21112,17251.0867,0,0,99691.40346,4065.70506,32750.34469,4802.700283,0,0,23599.47197,875.6608504,6241.527523
Denver,Colorado,24/10/2021,P1,92851.45091,257344.8394,47653.34488,494805.2902,1626.677389,152176.0177,19086.52027,80743.32928,16245.55442,95074.37851,443.5540694,27194.58664,130899.746,387306.3276,66593.0027,742036.4846,4021.499952,240279.9712,62402.00527,215840.3202,44500.56918,299101.5748,990.8150804,79864.47521
Phoenix/Tucson,Arizona,24/10/2021,P1,141407.5634,391634.9256,74012.46893,763543.5113,1733.211521,246361.7627,18817.19978,69112.94311,13381.15565,99127.12379,435.2254068,29288.40493,165074.1329,570090.574,100552.1397,960849.927,3878.533355,325163.2777,70919.68327,213264.7848,43865.69101,348680.182,926.192685,91112.30631
Salt Lake City,Utah,24/10/2021,P1,46890.98575,147435.3394,27647.81613,251300.7304,1834.552931,73492.46874,8249.920078,22748.01562,4753.529766,41276.96381,505.4051327,11469.55336,76093.05421,260434.9962,47061.06678,426088.9243,4273.401151,139033.7807,21784.70891,52299.5066,11234.91088,105447.4583,861.8888018,27540.94972
Boston,Massachusetts,24/10/2021,P1,75440.29921,0,0,473154.8616,1149.614561,137851.122,14354.34601,0,0,82595.8699,343.2228465,20659.76978,131286.3426,0,0,822019.8221,2795.377636,273779.394,99324.01494,0,0,555299.1071,879.6776507,133741.1279
Las Vegas,Nevada,24/10/2021,P1,61638.5468,211299.0751,41496.47253,327133.2834,1626.033535,104614.3024,7036.002011,27882.91824,5211.406667,37582.4603,397.5084419,10425.01703,72225.46286,240831.0949,41552.7596,428177.5932,3741.903686,145147.2891,26064.88547,82662.15776,16216.55445,129548.2125,897.9335012,33252.86373
Cincinnati/Dayton,Ohio,31/10/2021,P1,89359.76506,0,0,503929.2571,1580.714251,166307.9029,5780.842516,0,0,28399.05043,236.5643101,8407.907223,122114.3132,0,0,665120.7203,3947.611156,229662.3931,62101.29225,0,0,296175.925,880.261983,81587.51113
Memphis,Tennessee,31/10/2021,P1,42655.84476,145879.7344,26202.83788,240088.6652,1505.792737,80207.99392,2863.660385,8979.451197,1872.270972,14203.76097,249.200799,4174.379033,43910.07269,162345.8653,29646.71129,250755.3239,3326.092486,94906.22319,19108.51948,57443.88317,11946.69069,93083.90735,664.932308,25703.10969
Indianapolis,Indiana,31/10/2021,P1,67637.08748,279438.3492,48577.61236,385233.0915,1595.141013,122940.5674,5340.872714,18033.05719,3754.763868,26176.03467,271.1010584,7795.377038,86467.76451,353520.6774,64816.37373,477353.9725,3601.111972,160560.2225,44187.67965,133934.4056,28982.4837,206728.7132,843.5448814,56777.75899
Knoxville,Tennessee,31/10/2021,P1,31491.2663,102871.4597,19448.60711,173776.985,1457.743444,55148.79542,2354.572779,8606.279295,1616.536182,12475.44655,238.2905103,3437.876333,53389.52009,191683.4197,36809.93477,289159.8308,3708.161493,102889.6232,22461.79369,61651.22726,13671.46455,106503.906,859.7408102,28533.92667
Wichita,Kansas,31/10/2021,P1,25531.51486,0,0,134528.9182,1386.634732,41182.26724,1978.593208,0,0,9580.541157,333.5672311,2879.953175,32827.64975,0,0,172731.2789,3501.391707,59541.27562,17715.60237,0,0,76645.84388,905.0613062,21752.98965
Dallas/Ft Worth,Texas,31/10/2021,P1,186790.1817,366989.1114,66443.09523,1019997.777,1696.864296,344736.1225,15628.53719,31488.91025,6601.53996,80405.08099,359.6605249,22903.58079,217262.2341,734004.6447,129985.4692,1263137.137,3736.329857,423930.4909,107222.2628,213064.4882,45091.55455,512816.0468,915.5628388,133678.7583
Cleveland,Ohio,31/10/2021,P1,46774.46928,0,0,262057.1579,1337.004788,91189.45993,3559.988852,0,0,20637.27266,247.8417899,5188.890402,52929.16452,0,0,315743.4889,2669.049671,108090.5201,29008.29045,0,0,159074.5275,768.1267806,38898.4306
Minneapolis/St Paul,Minnesota,31/10/2021,P1,71225.12015,243513.7417,44843.26487,395987.3638,1484.317756,117630.5081,8207.169325,30072.83386,5985.788861,41802.51394,271.2651989,11971.92178,69745.20405,284036.5678,48793.57551,409669.4783,2983.653199,127930.9307,59944.36512,184442.716,40437.72936,274771.9018,896.2736708,73698.47011
Grand Rapids,Míchigan,31/10/2021,P1,59001.69471,0,0,343436.6806,1347.815415,99912.02824,4140.797195,0,0,21865.32797,256.4706962,6020.335366,63290.06013,0,0,349612.1172,2811.938334,118812.5791,32965.19277,0,0,166078.3479,815.9632156,42410.56916
Hartford/Springfield,Massachusetts,31/10/2021,P1,57674.45474,0,0,341218.9496,1176.932812,103408.4911,6963.78448,0,0,40467.14616,305.2770863,10152.44111,79798.03285,0,0,498287.5991,2657.274328,157445.2018,53422.02537,0,0,287643.7717,888.5249869,69208.81575
Atlanta,Georgia,31/10/2021,P1,115153.1409,0,0,656232.8214,1430.044741,217857.0144,18807.70465,0,0,103358.6581,315.2961127,26925.15341,195697.8556,0,0,1137150.228,3561.404662,428666.2628,108970.7125,0,0,570778.7373,899.6400042,142697.7192
Nashville,Tennessee,31/10/2021,P1,51588.76024,0,0,297415.345,1370.830132,100535.7486,5222.118972,0,0,27822.15139,218.9526767,7546.734185,74347.25514,0,0,423654.1271,3577.734802,152237.4573,41214.41601,0,0,204630.0707,819.388164,52340.00167
Tulsa,Oklahoma,31/10/2021,P1,31581.6999,77848.75625,13906.81409,172935.1776,1553.598828,50913.75093,2476.955568,3484.522259,763.6468427,13057.7736,301.7230059,3657.948853,37972.56328,114766.3579,20356.47649,212504.3084,3517.469287,71251.39976,21715.62605,34632.22963,7747.448673,103093.5168,938.1792002,26428.64517
Providence,Rhode Island,31/10/2021,P1,21442.14208,0,0,120333.9064,1262.085119,39584.69171,2371.260203,0,0,13639.80625,346.0910475,3434.792024,20196.32814,0,0,133357.6102,2735.452418,41079.84853,14642.89606,0,0,81119.9558,880.6007902,19524.82584
Detroit,Míchigan,31/10/2021,P1,134151.947,0,0,777254.8881,1415.424375,245971.1939,8616.091604,0,0,43335.30949,235.0576392,12558.24341,166411.9291,0,0,941035.1607,3150.836787,310512.6222,88959.75905,0,0,425481.7817,779.6726863,114389.3101
Richmond/Norfolk,Virginia,31/10/2021,P1,68386.0278,0,0,369202.4504,1336.430604,134662.6967,8480.698647,0,0,44902.71637,174.8433675,12338.48138,95128.90126,0,0,519605.6209,3064.205609,198596.3217,62493.94927,0,0,318072.6715,815.6940319,81774.47465
Louisville,Kentucky,31/10/2021,P1,38177.45589,0,0,217079.5088,1614.312618,69457.75447,2826.492444,0,0,13751.561,246.4908065,4133.549891,53324.73858,0,0,293479.0667,3597.701795,99541.38932,26975.2958,0,0,127039.9364,749.7237611,35304.92876
Philadelphia,Pennsylvania,31/10/2021,P1,118615.0441,0,0,675427.393,1275.830932,215081.3973,14277.46714,0,0,75576.98664,292.0458917,19888.53305,100183.6276,0,0,631117.2925,2592.667698,199559.3121,107380.7636,0,0,557451.3389,821.382415,140064.955
Charlotte,Carolina del Norte,31/10/2021,P1,72968.408,0,0,423293.6719,1448.862192,134802.0655,8864.109606,0,0,46716.34098,226.8501107,12983.99433,103608.5905,0,0,572270.6092,3175.499332,218910.1009,64161.25014,0,0,329661.2993,880.5728747,84972.07245
Green Bay,Wisconsin,31/10/2021,P1,22823.02492,0,0,122785.0863,1581.454509,37825.96653,1338.644472,0,0,6971.080243,237.1814085,1946.880395,25035.32516,0,0,138652.8627,3379.70627,45901.00201,14692.4976,0,0,71789.21816,933.1607608,18320.3764
San Diego,California,31/10/2021,P1,57666.86277,199780.7905,35641.43849,333214.8753,1617.355548,104209.0654,9175.494368,25957.24537,4564.785422,54260.20808,375.9976853,14007.81351,82851.98268,320384.8393,57163.2947,483540.4898,3347.580925,170223.8428,27072.66666,51572.91663,9985.876901,146892.8889,888.7171804,34597.69285
Milwaukee,Wisconsin,31/10/2021,P1,67372.46502,270712.7112,49216.91211,378675.2276,1511.156374,122597.1594,6074.062608,20477.14349,4280.721481,30693.9386,267.4684717,8901.483526,82513.16953,355552.8652,66287.48556,456087.4663,3311.843952,157329.9085,48603.98663,159739.164,35739.01272,225176.6968,936.0750733,61164.26951
Kansas City,Kansas,31/10/2021,P1,47714.06367,138937.9353,25208.289,272272.8038,1356.584494,76191.3134,5325.73654,11279.3448,2531.666498,27440.47108,305.1114318,7776.481192,68385.43669,197695.2256,37679.9582,380642.0507,3129.624496,129878.0867,38717.62798,59994.78296,13600.60068,184847.0301,880.8575393,46414.55499
Miami/Ft Lauderdale,Florida,31/10/2021,P1,73842.02978,280774.2446,49913.11887,447584.2609,1332.051645,151399.3241,20404.41371,93429.18026,16584.05378,113185.7898,305.3503287,26925.89939,126371.2382,476443.0337,86956.49092,770334.5775,2931.338447,302514.3782,73246.99012,340760.2818,57919.88733,418766.3028,890.9080785,96993.82333
Oklahoma City,Oklahoma,31/10/2021,P1,40802.40906,100211.7592,19260.4741,217848.9596,1605.27936,66370.3804,3449.820777,3257.895003,636.9664488,18190.46412,308.1239667,5028.716053,46148.97132,133223.3333,22701.30094,264904.7723,3182.280324,84133.26997,28795.26122,39008.31637,8183.400095,142160.3849,858.1660285,35075.69561
Orlando,Florida,31/10/2021,P1,78824.47385,253808.6167,47355.13104,443571.4183,1399.998127,141235.5628,13632.19366,54928.37501,9794.07617,74195.92245,309.3526176,18555.00921,132486.2003,436489.2319,83245.43507,755855.3499,3208.645348,277793.4343,74742.22156,305730.1708,52754.90262,411417.0532,934.0260274,98273.65578
Birmingham/Montgomery,Alabama,31/10/2021,P1,104024.6043,0,0,597399.9168,1439.105322,214928.888,10104.84329,0,0,55858.09184,231.7664822,14456.26381,167456.5356,0,0,960118.049,3242.461448,363298.487,90050.1654,0,0,470871.3745,854.8582276,116235.7402
Seattle/Tacoma,Washington,31/10/2021,P1,61491.10954,0,0,365783.0813,1745.37127,115123.8693,9913.4264,0,0,52640.38366,427.0137383,13930.22265,96886.05458,0,0,554768.9362,3532.260607,201126.8384,23113.35325,0,0,118208.1874,754.9735668,30029.3312
Syracuse,Nueva York,31/10/2021,P1,27236.38349,0,0,156633.4483,1354.586027,46108.02708,2476.342424,0,0,12592.74293,240.2891637,3381.406051,40010.5416,0,0,227284.7026,3169.53855,75951.28211,19682.12897,0,0,102252.1057,820.1741091,25356.35651
Toledo,Ohio,31/10/2021,P1,67836.27604,0,0,371191.4311,1563.22036,116108.8218,3437.669453,0,0,16995.14454,233.9256069,5011.894539,78521.1267,0,0,436823.894,3531.639099,146034.7648,34861.03308,0,0,167457.3999,783.6531969,45699.27464
Little Rock,Arkansas,31/10/2021,P1,27171.94947,0,0,150561.2483,1545.447446,45574.52102,1673.601379,0,0,8578.566439,226.8178258,2439.407824,28483.13491,0,0,158889.947,3419.970524,58041.42855,13633.52106,0,0,67117.15514,709.4140846,17963.05751
Columbus,Ohio,31/10/2021,P1,60945.74175,259095.9358,46657.55766,340822.889,1397.987137,109179.4752,5204.192335,18021.34653,3725.306697,26242.01183,213.3041741,7602.682959,71204.49835,306924.1334,55708.79508,396934.2866,3414.859911,134063.1263,39021.50499,134785.4592,28723.7682,186211.3963,772.0876416,50893.90541
St Louis,Missouri,31/10/2021,P1,70698.32026,183298.2684,35765.05745,371469.9842,1472.840198,120295.34,4973.085612,2706.459708,540.7695929,27369.19504,231.057229,7279.661254,92798.3717,273946.8886,49831.99191,506252.2746,3040.110601,172723.9752,42464.27566,48812.23517,10677.37773,207862.4325,773.5846873,52860.50539
New York,Nueva York,31/10/2021,P1,214472.5208,863713.1635,146145.1259,1309501.838,1027.803413,402851.6411,37100.5918,122320.9577,22058.52337,209000.7266,258.0847665,52661.55508,241951.4384,952379.9176,149258.7983,1598986.327,2191.276763,499479.1477,198491.3247,681861.6001,129966.7211,1067093.974,720.2874714,262869.4326
Peoria/Springfield,Illinois,31/10/2021,P1,57033.22281,214490.6478,39396.89992,313251.2659,1543.343382,98313.45461,3129.939456,5634.194235,1194.741041,16022.69219,231.5866762,4564.193827,76861.98943,297894.7356,55699.67518,419969.115,3198.083552,143705.8098,37011.27949,68306.57946,15411.40812,178397.5317,801.5948379,46732.63048
Roanoke,Virginia,31/10/2021,P1,72764.43605,0,0,401568.812,1553.281162,130177.8942,4257.0057,0,0,22063.67907,230.4009508,6203.608436,103063.2576,0,0,551103.2023,3479.45309,201716.4849,49081.60143,0,0,244282.2378,851.2599279,64372.34623
Harrisburg/Scranton,Pennsylvania,31/10/2021,P1,101027.9117,0,0,566350.3516,1395.258963,173997.1906,8203.55184,0,0,45522.78498,257.508996,11707.71789,80920.46742,0,0,494809.6718,2820.663108,157124.4904,78368.49101,0,0,420750.7142,845.3915786,101421.0174
Houston,Texas,31/10/2021,P1,145662.0014,328971.244,64187.21244,790862.4997,1555.396202,277952.3395,11336.20408,25795.59708,5432.970572,56140.46474,275.0230848,16745.3645,175978.9209,524556.4834,96841.83591,993027.2726,3281.136188,360649.0728,87092.80679,211585.8084,46354.1605,403937.5063,822.0561706,108917.9377
Pittsburgh,Pennsylvania,31/10/2021,P1,65120.28075,0,0,351702.9294,1389.346595,109558.9624,3686.764236,0,0,21733.59103,167.9950809,5362.293434,71086.18101,0,0,410214.6471,2648.960448,133535.7629,50338.13618,0,0,266377.1425,825.7197784,64433.23756
Omaha,Nebraska,31/10/2021,P1,31882.45998,0,0,170825.8987,1424.764574,50125.51615,3005.228514,0,0,14566.88014,280.4607092,4369.286275,43300.37906,0,0,225991.4674,3168.58906,80349.64593,27175.38076,0,0,120395.4769,919.5803866,32695.01276
Chicago,Illinois,31/10/2021,P1,208885.4709,698025.7038,129315.1202,1170061.467,1552.819682,414550.5602,15813.10435,27809.04949,5797.005894,87826.42276,237.6189177,23184.89957,255187.0865,1010419.957,189120.3667,1425230.568,2962.435428,534781.1088,96332.09707,158753.8443,33589.98526,499546.2894,813.6636506,123458.9464
Portland,Oregón,31/10/2021,P1,69942.92307,252828.3164,44455.63191,404898.4487,1777.455652,120117.2871,8731.095186,20901.60065,4223.320116,45651.72493,431.1356398,12439.00192,98594.42797,395175.4485,73996.376,554579.3692,3848.081665,199244.2615,18699.83275,42309.03426,9293.170438,91442.87805,762.0526527,23981.47528
Spokane,Washington,31/10/2021,P1,13240.55689,37576.05111,6700.460962,75530.72151,1820.439665,22219.10266,2271.378992,4131.447158,827.2072068,12014.22092,487.8547915,3033.147094,24173.8867,88558.9796,17770.15668,127625.923,3818.753587,46261.0729,4745.219364,8757.483722,1869.285553,23853.81948,836.2294317,5962.579597
Los Angeles,California,31/10/2021,P1,341573.7972,1184153.458,215872.2835,1929868.642,1581.932458,613887.0176,26448.7757,83958.75966,15868.97304,148662.7833,377.5436394,42314.52884,424597.46,1579288.493,282583.1869,2491211.829,3148.069289,856911.5498,110312.6726,304489.3843,61855.16788,569239.3715,804.9594423,139090.1153
Sacramento,California,31/10/2021,P1,50490.0212,0,0,292764.7101,1672.805489,87003.78928,5355.866112,0,0,30586.38252,386.0189254,7885.723468,77864.54271,0,0,460823.0659,3395.048147,152711.4912,24145.42755,0,0,127618.8795,952.4492514,30410.21085
Buffalo/Rochester,Nueva York,31/10/2021,P1,60488.45141,0,0,337430.4519,1292.112933,102520.4353,5622.50539,0,0,28866.22415,280.3016772,7443.619832,90378.49157,0,0,529987.0554,3167.054366,169414.5826,43436.3561,0,0,225317.5279,874.5680862,55639.40187
Des Moines,Iowa,31/10/2021,P1,22600.51636,0,0,124000.3474,1369.713856,34479.87596,2101.727306,0,0,9877.883896,359.0816754,3070.214845,27887.84992,0,0,142034.9761,3368.021746,52790.92163,17779.93175,0,0,80899.22743,1001.37906,21438.33052
Jacksonville,Florida,31/10/2021,P1,36975.19681,122328.8462,23062.9418,208878.0524,1312.340631,66432.38456,7509.229563,32260.03991,5663.182525,41617.56555,352.7727592,10271.32346,65203.6711,261531.5782,46106.20394,385334.9778,3232.743643,139298.5235,43410.92812,189966.5681,33270.21613,240425.6975,952.9513945,57248.81613
Mississippi,Misisipi,31/10/2021,P1,73935.90094,0,0,429330.821,1551.710748,158248.4651,3963.356315,0,0,21330.82452,193.0146534,5784.741089,91723.13754,0,0,519552.8511,3236.561406,213493.8309,40906.63252,0,0,216814.172,745.2018268,54491.36545
South Carolina,Carolina del Sur,31/10/2021,P1,121844.6457,0,0,686034.0069,1477.536842,234826.2742,12746.59842,0,0,69323.34325,223.7186556,18443.99357,210435.9807,0,0,1160861.965,3270.279724,471781.8736,106660.5347,0,0,561784.0746,857.3304811,140574.3314
Tampa/St Petersburg,Florida,31/10/2021,P1,75155.97016,246664.4807,46772.68996,419056.7629,1376.997567,134613.7677,13489.2225,61879.96123,10351.17676,77602.7196,286.2184513,19038.9482,139725.5101,526592.4675,96152.68718,813723.3833,3185.729639,292475.6777,85029.55312,361761.1136,62993.15677,467236.1536,949.0538761,111215.9102
5 Boroughs New York City,Nueva York,31/10/2021,P1,65261.67333,288723.8772,46002.94988,433635.8026,833.9176684,139430.0436,10327.66038,33512.87152,5539.934636,63904.82974,180.8912686,14946.47355,61923.2104,239355.2135,34737.90888,450139.5882,1555.331206,148490.6509,44292.08393,152404.4406,25901.49833,264627.8007,510.2046636,61313.43678
Albany,Nueva York,31/10/2021,P1,21641.66087,71915.4235,12566.29228,123196.0081,1385.362901,35736.9401,2811.028112,5599.521348,1097.770699,14666.6669,297.4951234,4014.303952,31595.55683,104896.4238,20265.5355,172715.1525,2978.442356,60310.9321,22449.10341,54815.96825,10499.99012,117997.7847,906.2054399,29387.14056
Raleigh/Greensboro,Carolina del Norte,31/10/2021,P1,80587.23842,0,0,468759.4023,1384.441981,145894.8394,10871.23389,0,0,56910.00762,225.6985736,15905.23911,117490.2819,0,0,652912.8702,3135.088093,248182.912,73248.59984,0,0,377074.602,898.8582205,97748.7251
San Francisco/Oakland,California,31/10/2021,P1,72525.20226,246908.3002,45251.3844,427638.4774,1580.383681,139205.8071,9144.197797,21200.12038,3746.433251,54999.82837,370.3948024,13491.31793,137616.1484,535177.9134,98910.94858,794619.5073,3238.796011,292283.9122,35684.02557,65144.06223,11529.08036,198126.0523,876.8618296,45617.85198
Boise,Idaho,31/10/2021,P1,13135.26639,0,0,71319.67878,1958.492909,22455.7204,1806.672306,0,0,9735.684363,429.4069307,2585.997102,20421.23293,0,0,113226.1978,4172.91382,39564.51424,4923.844342,0,0,24848.61267,870.3498516,6367.900114
Denver,Colorado,31/10/2021,P1,92623.69314,266749.0999,48312.36239,501897.6078,1663.933918,153806.5566,17801.3718,62709.51399,13077.92417,89319.68089,439.654035,25391.22382,154213.4457,542714.9361,99938.88903,847506.933,4052.426081,282637.8977,65296.33721,201722.8218,44282.90911,308808.2375,991.1502354,82474.23432
Phoenix/Tucson,Arizona,31/10/2021,P1,152336.7221,485139.7699,95015.10373,799292.003,1733.294614,264148.4135,18271.6663,62271.22956,12395.03219,96214.7317,426.43652,28534.31342,197966.5507,795345.6028,148780.8716,1082862.582,3951.001739,390162.9986,75274.44617,218718.2349,46250.98105,365701.0912,922.8713677,94204.50454
Salt Lake City,Utah,31/10/2021,P1,50468.62532,166452.7098,32033.84256,267232.8372,1836.244522,79543.21526,8452.086625,25854.46922,5450.722368,41625.75521,506.5788135,11508.07896,82364.31257,279798.8206,53602.3324,447092.81,4294.004647,147610.5604,24826.31663,64500.77045,14303.51612,117747.5176,852.0090662,31019.29001
Boston,Massachusetts,31/10/2021,P1,99771.71554,0,0,576271.1189,1211.027193,182050.5383,14985.33759,0,0,80621.97912,324.4974975,21516.57578,112574.7278,0,0,724793.2554,2677.229942,228010.8167,108623.5497,0,0,567347.0205,887.5700435,147191.7925
Las Vegas,Nevada,31/10/2021,P1,62939.02973,226124.2824,44083.33111,332936.4484,1622.207009,107006.4562,6592.76268,24086.60052,4708.30078,34439.14633,406.6263662,9734.189499,87396.73846,331973.7988,60988.3583,489674.5019,3924.060864,175636.8748,26775.25754,81787.07455,16700.12389,131546.8182,888.8615219,33568.28515
Richmond/Norfolk,Virginia,07/11/2021,P1,65691.82309,0,0,383088.6281,1269.436505,133676.0236,8326.133008,0,0,44361.20243,196.2555142,12112.53958,79989.3596,0,0,500041.5237,3097.622096,168037.4215,57330.47582,0,0,297246.6127,806.7571346,75365.10033
Sacramento,California,07/11/2021,P1,49927.38301,0,0,282912.2038,1614.260536,85106.07578,6927.191463,0,0,35543.7772,392.7360458,10168.30569,67785.88548,0,0,419053.2306,3324.824894,128803.2104,25933.11453,0,0,125531.7833,956.7977989,33103.35361
Indianapolis,Indiana,07/11/2021,P1,62040.95409,238418.7916,42497.50047,349521.4441,1571.882138,115351.3887,4985.893718,16306.18889,3467.455074,24055.84237,237.0315474,7272.500244,77034.69123,272242.1251,48430.00826,431683.601,3511.042255,143877.5097,39458.63851,110754.2778,23720.34859,185462.1278,882.4156865,51264.20478
Mississippi,Misisipi,07/11/2021,P1,81697.36938,0,0,473010.1972,1611.628249,175897.3728,4049.927908,0,0,21580.63873,187.2875507,5877.308705,90411.83755,0,0,531225.6305,3261.039305,211139.2005,36126.09915,0,0,189455.4391,727.0937743,48203.87054
Philadelphia,Pennsylvania,07/11/2021,P1,104044.8279,0,0,629442.8695,1248.297337,194493.1227,14691.93817,0,0,79760.88701,303.1562202,20527.53314,104888.799,0,0,656450.6527,2683.098205,209675.6518,100653.3936,0,0,541874.1237,863.5730321,131894.5687
5 Boroughs New York City,Nueva York,07/11/2021,P1,54623.22464,221883.4079,30791.62406,408769.6826,818.2966876,122168.0188,10864.95228,39978.81876,7156.737667,64234.03885,178.8690082,15751.71914,67226.89835,286030.9928,43770.84737,467868.9145,1629.281921,156674.4269,44136.19254,167317.3409,30004.30432,256157.8606,517.9233621,61819.34915
Charlotte,Carolina del Norte,07/11/2021,P1,74282.48903,0,0,424917.5361,1403.502852,141617.8484,8427.909299,0,0,47333.77066,231.6426501,12268.86619,86992.89895,0,0,544312.3247,3174.477819,181322.3129,54174.51175,0,0,296166.1151,867.8451857,71725.87622
Cleveland,Ohio,07/11/2021,P1,38465.36752,0,0,238069.7976,1306.230236,76716.00303,3180.255831,0,0,17054.22756,227.1000437,4635.949572,52475.44526,0,0,301377.3773,2608.238918,103393.2174,27246.63221,0,0,141963.1935,811.4405828,36455.85636
Roanoke,Virginia,07/11/2021,P1,75647.55296,0,0,427660.324,1475.428046,134937.4664,4274.535109,0,0,22189.57921,228.4300072,6225.571501,94221.50692,0,0,539145.0698,3470.030339,190070.3081,45594.79022,0,0,232457.934,867.8154317,60381.72207
San Diego,California,07/11/2021,P1,63263.67192,217841.9152,40954.96241,351045.4144,1598.042389,113374.594,10477.74723,38084.76723,7785.334297,53295.69741,380.4746281,15962.55545,70075.29633,247426.6778,42874.41943,427209.7861,3253.060079,142714.6489,28016.63692,87885.13615,18846.98233,135129.8057,891.1043903,36471.03972
Houston,Texas,07/11/2021,P1,143716.608,395771.0198,75401.33678,787996.335,1617.846231,279932.8856,10536.96924,21362.04304,4621.726676,51197.52953,283.3569932,15497.20967,170432.6364,444785.0256,79300.17039,986330.4589,3383.606844,358088.6733,76529.79824,173799.2134,38318.70724,354489.8704,832.8877648,96529.83341
Miami/Ft Lauderdale,Florida,07/11/2021,P1,62987.93208,212285.773,35015.90306,408004.1721,1288.741645,137682.7521,19623.29702,88964.15397,15122.57231,113864.4763,300.6179123,27234.35647,134395.0628,537396.5333,100991.9516,770237.6532,2897.594864,338377.0167,70622.26156,303547.6741,51021.6996,409447.9435,880.3344255,96961.17591
Boise,Idaho,07/11/2021,P1,14464.49974,0,0,76535.74021,1845.703379,24557.31959,2016.728594,0,0,9260.802788,428.0139366,2876.767849,17422.45057,0,0,101048.2207,4039.915031,32858.25881,5006.477192,0,0,22460.66272,874.6981663,6560.58412
