Market,State,Weeks,Periods,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U,TARTAS_KGS,TARTAS_PROMODOLLARS,TARTAS_PROMOKGS,TARTAS_DOLLARS,TARTAS_TDP,TARTAS_U,GALLETAS_KGS,GALLETAS_PROMODOLLARS,GALLETAS_PROMOKGS,GALLETAS_DOLLARS,GALLETAS_TDP,GALLETAS_U
Spokane,Washington,10/10/2021,P1,13925.29149,46388.88331,8303.723452,79435.09018,1744.714182,24095.14279,2448.241722,6791.901965,1425.030107,11910.64197,482.490917,3313.416249,21180.63757,85351.95253,15393.42358,120347.0571,3814.176311,39897.70641,5135.489494,12604.99444,2664.68027,25032.76639,833.2217892,6702.42207
Detroit,Míchigan,10/10/2021,P1,120291.9672,0,0,678753.9573,1286.389157,219089.1946,9102.434575,0,0,47458.59343,281.636504,13244.99857,152637.4144,0,0,872786.7098,3288.52226,286229.1897,62080.93814,0,0,289458.0814,802.2284169,77348.8081
Louisville,Kentucky,10/10/2021,P1,34140.25422,0,0,198793.2752,1570.270202,64337.09096,2783.636181,0,0,13809.06206,187.2755159,4063.991973,52446.62456,0,0,284340.241,3754.361749,98533.11076,21564.88511,0,0,100035.6002,798.6690568,27218.43142
South Carolina,Carolina del Sur,10/10/2021,P1,123899.0612,0,0,711929.0082,1461.680497,253394.6887,12600.20443,0,0,70114.41261,244.8640549,18311.36989,199879.3527,0,0,1172597.545,3325.943366,447118.8348,96093.12914,0,0,511100.7628,862.4835928,127063.0266
Albany,Nueva York,10/10/2021,P1,20253.39418,45278.84739,8704.387391,114663.983,1285.774048,32839.7399,3247.014205,8358.421577,1724.660182,16362.38138,328.5436323,4680.7656,30353.78851,79862.20831,14443.22252,180603.7657,3123.158158,55567.25536,20825.74198,56901.95136,11645.08241,103905.2993,935.4795641,27566.2278
Green Bay,Wisconsin,10/10/2021,P1,21756.00894,0,0,118645.0733,1598.448308,35840.04768,1088.112434,0,0,5157.510344,225.7868543,1582.618086,25606.81376,0,0,141040.1019,3376.623361,46652.2933,15952.93566,0,0,72718.17079,983.0527259,19696.68158
Minneapolis/St Paul,Minnesota,10/10/2021,P1,68097.10682,235843.1657,41297.65959,388513.1354,1411.465989,111128.0217,6778.030255,17271.21324,3913.835827,34534.46679,340.4068282,9889.811135,72753.53465,284421.2212,49847.09044,421591.088,3086.483388,136620.7484,57168.07232,133592.1882,31164.3674,264070.3405,1008.644154,68247.98229
Grand Rapids,Míchigan,10/10/2021,P1,62769.56052,0,0,344716.085,1383.200501,108423.9301,4143.700666,0,0,22745.76527,284.230216,6016.688724,49351.04352,0,0,311323.13,2863.646307,92859.2742,26563.00255,0,0,135249.0202,808.7553146,33927.54893
Kansas City,Kansas,10/10/2021,P1,50457.66759,136889.4199,25345.59412,279279.8737,1383.16167,80097.06056,3997.178446,11726.98663,2467.037741,19449.70955,301.4487656,5885.544996,63033.16099,148349.7377,25141.95387,377544.4059,3221.638424,115694.5186,41218.4812,102047.2966,21426.65369,194708.2479,951.5277659,51021.38191
Atlanta,Georgia,10/10/2021,P1,94882.99929,0,0,588725.4666,1439.940147,206409.6076,15313.59052,0,0,84071.20604,336.1484226,22120.44079,196702.5773,0,0,1112522.535,3762.699598,430207.6475,91878.45435,0,0,484307.115,906.354323,120628.635
Nashville,Tennessee,10/10/2021,P1,49580.37097,0,0,300005.6552,1545.183256,97574.99468,4480.82069,0,0,24361.54922,267.6493741,6460.525847,71684.65498,0,0,400843.4606,3459.374718,144796.2546,31200.86186,0,0,151620.9013,786.1647789,39146.84948
Phoenix/Tucson,Arizona,10/10/2021,P1,139603.5788,324503.4676,62826.35023,757716.4152,1687.015635,243306.9085,16632.0538,53102.01897,10979.52489,84339.18191,427.5545428,25863.57787,190339.742,643680.4421,120304.08,1051090.512,4076.776892,364831.635,74212.68952,231050.2539,50079.12104,345460.8427,910.3349939,94094.40545
Birmingham/Montgomery,Alabama,10/10/2021,P1,104010.8882,0,0,617444.4973,1590.617171,217715.6331,9333.911929,0,0,52408.69717,278.6026494,13356.35134,175071.4742,0,0,985318.4527,3276.815407,380337.6004,75042.21251,0,0,390702.0655,801.0652269,96307.92951
Seattle/Tacoma,Washington,10/10/2021,P1,65993.30463,0,0,398307.9202,1749.335036,126137.8672,12038.44209,0,0,59342.1676,440.0311599,17001.50061,84931.14721,0,0,504179.2083,3449.941151,173690.169,25619.38799,0,0,123990.6155,755.1538479,33681.88999
Las Vegas,Nevada,10/10/2021,P1,57647.09767,192247.7224,37728.51543,307072.0312,1503.609337,100159.1088,6953.23901,25690.7982,5074.35981,35197.8182,386.2755651,10168.05718,74460.03772,213518.8033,38963.87342,420993.9271,3651.426551,144914.5336,25549.6097,83325.30132,17235.2358,121740.7844,853.9235081,32342.04465
Columbus,Ohio,10/10/2021,P1,52263.8173,166208.9696,29479.26457,293895.757,1272.912418,92580.92795,3769.935956,14216.40865,2806.824121,19587.35912,194.9174701,5538.546263,70647.56781,256383.5124,48260.63404,387292.6604,3586.0081,133471.1331,29393.86257,102575.4018,21585.34608,140274.3628,754.8908015,38134.68245
Memphis,Tennessee,10/10/2021,P1,39924.31568,108071.0895,18626.78689,229365.7932,1586.945167,84477.22458,2183.469097,5715.425491,1203.772882,10615.77457,266.522236,3191.350541,45538.87872,136181.2681,26010.36529,247735.9908,3387.185244,92662.44972,17634.20186,45993.81047,9779.12008,83741.68556,709.382941,23389.1144
St Louis,Missouri,10/10/2021,P1,67051.37767,194345.4955,36696.92074,351808.8929,1426.714368,112463.5657,4083.60285,7860.57199,1478.046239,20436.25651,278.0243546,5999.299709,83435.42686,259771.6221,45878.9477,465421.9831,3096.499997,164496.0514,38337.18994,69284.9421,13355.41633,183852.7454,861.7517819,49386.22202
Des Moines,Iowa,10/10/2021,P1,24972.12498,0,0,131052.3176,1419.077855,38017.43791,1587.532433,0,0,7321.535924,334.8149816,2317.569211,24435.68172,0,0,139468.5476,3534.565822,44583.00629,19749.54897,0,0,87926.69063,1036.441719,24094.46654
Jacksonville,Florida,10/10/2021,P1,29178.16102,59277.21438,10502.21443,185585.0649,1374.557576,57778.84555,5388.648733,15739.54915,2503.620061,32497.27819,371.7467167,7578.015366,62979.33791,240883.1764,44315.07226,352292.2447,3269.912355,136981.1512,31006.87799,101649.3821,16043.5814,182754.5139,908.8290235,41164.50861
Peoria/Springfield,Illinois,10/10/2021,P1,56815.76324,174428.1944,33334.25791,310790.1062,1531.141996,98140.95488,3627.606807,8128.808112,1743.28612,18374.57503,258.2063901,5293.978098,73377.65123,226739.9116,41892.21209,410690.2928,3338.902724,139813.2337,33882.06521,60005.33323,13679.76779,158979.2011,821.9403163,42394.19834
Dallas/Ft Worth,Texas,10/10/2021,P1,185075.3766,328190.8142,60996.79549,1018102.343,1670.19351,343959.7875,17199.22262,42636.1118,9179.027731,83940.6968,378.4674709,25576.28192,220729.6589,662771.4866,120547.7677,1258663.487,3747.072548,431249.6421,103455.3803,230309.2272,50939.17916,471518.866,912.7776461,130208.8698
Milwaukee,Wisconsin,10/10/2021,P1,62851.97143,210481.7638,36835.33962,359184.4746,1535.904107,115707.3953,6690.791455,23464.7544,4964.878585,32603.91049,282.9488732,9781.925171,80257.34265,269336.0847,50699.7969,445857.9661,3499.675475,153388.7364,45644.65654,145210.6492,32728.76323,206541.6973,933.4868149,57344.17387
Pittsburgh,Pennsylvania,10/10/2021,P1,55098.20207,0,0,331441.3164,1342.281116,92353.5741,5495.90176,0,0,31514.47428,276.5620945,7996.210343,73163.56457,0,0,432867.2679,2703.512085,141435.9898,44889.06827,0,0,233427.2584,798.9722022,56721.20859
Tulsa,Oklahoma,10/10/2021,P1,32649.55213,74409.77172,13928.68279,177183.0835,1608.773037,53033.25755,2559.281531,1856.550998,402.8322399,14021.46458,302.2794753,3826.753936,44238.13757,129639.0805,24396.31096,240339.8093,3507.713996,81586.20062,21481.92187,28932.95632,5634.797795,106919.456,917.5186812,26430.59184
Chicago,Illinois,10/10/2021,P1,220787.1838,737213.9883,145294.0875,1190302.62,1422.676525,423324.5234,20386.52277,67760.58887,15269.29728,96211.64807,272.8468848,29854.50478,245963.0682,913141.9877,174001.0213,1364574.252,2960.852959,476348.2728,88264.78981,245945.2119,57673.88301,399970.4419,817.4663998,114715.575
Providence,Rhode Island,10/10/2021,P1,16747.61841,0,0,106145.4391,1267.717721,30147.99392,2744.389041,0,0,14780.93333,333.0846572,3995.628674,27542.13841,0,0,170741.5282,3070.832566,57887.96511,16326.35093,0,0,85417.64555,892.2482767,21944.21104
Syracuse,Nueva York,10/10/2021,P1,23389.15611,0,0,134617.5827,1283.834267,42279.75161,2523.633526,0,0,12808.5342,234.2794249,3529.594781,42432.04336,0,0,245823.8809,3244.498836,78411.47867,19136.22842,0,0,94561.63406,924.1874703,24516.35983
Toledo,Ohio,10/10/2021,P1,61873.19475,0,0,338423.4205,1437.271382,106562.0745,4143.007237,0,0,20687.11119,276.5803005,6039.395253,77291.16622,0,0,427843.8276,3522.755335,142988.6013,29063.41238,0,0,134808.7907,730.2170368,36929.30713
Los Angeles,California,10/10/2021,P1,331350.2872,1132007.717,231472.3827,1731929.632,1507.66678,593802.2615,29231.81908,103353.2061,21822.55485,145394.4344,373.5250033,46274.17966,419899.3472,1621832.41,292633.8917,2425810.735,3291.585967,840501.5982,111437.0227,365358.4519,79537.08813,520893.0565,798.1665833,142271.8669
Cincinnati/Dayton,Ohio,17/10/2021,P1,86988.28595,0,0,491427.1243,1484.665907,161204.5673,6786.122686,0,0,33669.01712,289.6968621,9875.280998,105574.2242,0,0,603240.9526,3934.395221,197254.4499,55663.02258,0,0,268689.3306,897.3695061,73888.73338
Columbus,Ohio,17/10/2021,P1,58467.26667,225939.0576,39710.05095,329154.8346,1340.491087,104169.3881,4813.441649,20302.13275,4049.69322,24489.74694,158.0457539,7074.632363,62300.73352,218300.5314,37848.14966,361709.7756,3447.95585,116091.6873,33210.23139,109404.463,22479.36,160231.6036,789.2846443,43571.23338
Knoxville,Tennessee,17/10/2021,P1,32262.95513,88439.7202,14815.29191,192175.1013,1560.198709,56708.20049,2877.191043,8727.908581,2062.94357,13025.14484,257.7667196,4189.755117,47787.15345,144578.3201,22808.29558,289960.7556,3496.074497,93933.17443,23155.41555,54155.27999,13354.98518,102641.8777,886.84165,30048.7105
Wichita,Kansas,17/10/2021,P1,23472.60829,0,0,124377.0134,1397.110575,37570.00008,1709.570146,0,0,8117.735463,333.8513085,2492.907704,29530.26182,0,0,161812.9472,3606.60848,52256.60011,16109.22955,0,0,71061.89977,943.5311045,20211.18706
Dallas/Ft Worth,Texas,17/10/2021,P1,181657.4713,387274.2021,69474.14611,1004666.466,1655.709952,336263.1759,15168.10846,28619.59624,5929.906605,77243.26389,376.6871307,22358.694,230059.7392,724132.1952,129706.1425,1299885.347,3748.478717,452325.6779,102038.8143,192444.5113,41219.22236,477881.6589,923.4616537,127955.9974
Cleveland,Ohio,17/10/2021,P1,45151.43861,0,0,265409.8001,1373.441278,87530.08717,3522.113347,0,0,19037.93845,260.5497094,5148.72836,46388.36082,0,0,290566.4669,2582.563515,93386.45476,29234.99509,0,0,155120.6977,769.1067861,39153.75937
Minneapolis/St Paul,Minnesota,17/10/2021,P1,72809.76873,277966.8925,51852.40242,393262.157,1411.878467,117345.0324,9029.216749,30446.43659,5227.257435,51823.86714,332.5827712,13206.11971,69974.22875,248857.3021,44996.64448,413739.1151,3069.719197,129012.5684,57212.29188,162842.5379,33705.44633,283177.7114,993.1881193,68160.43581
Grand Rapids,Míchigan,17/10/2021,P1,56130.03489,0,0,314554.8547,1345.114128,96606.01853,3921.334262,0,0,20969.87613,265.4283747,5700.879442,54611.22608,0,0,325543.4632,2813.356312,100735.4731,26696.45677,0,0,132223.587,845.1570753,34108.24671
Hartford/Springfield,Massachusetts,17/10/2021,P1,52861.63004,0,0,324623.4784,1207.13646,91354.78944,7315.227401,0,0,42088.9738,311.9912957,10724.12299,83216.51266,0,0,525554.3924,2839.424009,166561.4596,52664.75726,0,0,280106.3122,887.5808469,67994.63702
Atlanta,Georgia,17/10/2021,P1,94714.5081,0,0,588067.7095,1397.243484,189338.6824,18135.41015,0,0,89740.3144,330.4804142,26259.48214,162760.3063,0,0,1037261.063,3630.968687,362983.0745,94595.49595,0,0,468913.6129,917.6254483,126426.6294
Nashville,Tennessee,17/10/2021,P1,51836.22989,0,0,314848.2134,1473.440943,101154.8092,4734.062272,0,0,24113.36152,254.4004078,6791.437472,63554.92382,0,0,387873.4479,3242.010867,131922.4243,34824.77573,0,0,166827.1067,827.7105563,44814.7493
Tulsa,Oklahoma,17/10/2021,P1,35252.09368,69099.63813,12545.21633,192373.336,1615.212934,56359.75306,2720.092952,2131.068223,434.5807981,15408.7914,308.4864253,4011.358072,42535.10253,114494.9704,19645.67506,245830.1608,3562.688193,77171.90321,22595.85691,17662.7237,3730.483662,114257.5008,876.9478076,28011.53084
Providence,Rhode Island,17/10/2021,P1,17832.01611,0,0,107535.5097,1286.652755,31759.28655,2779.765006,0,0,15490.83808,350.8587387,4035.579387,21589.53165,0,0,144199.3291,3008.824758,44942.67921,15784.27618,0,0,84939.24834,887.8290763,21010.71967
Detroit,Míchigan,17/10/2021,P1,122725.9047,0,0,692881.2956,1295.426662,223441.3936,9192.057928,0,0,48488.51214,259.6146063,13420.66462,136778.1363,0,0,817491.0378,3217.202446,252049.6776,65925.41393,0,0,314803.2538,819.3411118,84323.23905
Memphis,Tennessee,17/10/2021,P1,42266.35642,136628.1197,23674.40683,240196.8048,1572.10329,83273.19877,2431.437501,6741.064592,1354.622807,12526.52455,288.6361964,3554.87171,42103.31867,126420.662,21277.51359,248084.1608,3374.081119,86302.26173,19406.77767,50856.45963,10302.16289,96410.96587,711.5683909,25963.34122
Richmond/Norfolk,Virginia,17/10/2021,P1,59928.93249,0,0,371417.9401,1346.210776,118193.4284,7955.19522,0,0,43000.83326,190.3318258,11593.39261,74540.26961,0,0,461075.858,2919.19956,154146.7029,55845.28251,0,0,286964.5359,824.2837435,73315.80488
Indianapolis,Indiana,17/10/2021,P1,66561.4263,235460.7313,41493.65869,374529.2857,1606.631,118373.4984,6292.612809,22832.25627,4597.726466,31568.01005,323.4765874,9166.578249,79919.30471,222114.3433,38625.09254,465845.098,3668.667557,151348.9497,39816.5425,123362.5148,25873.33939,188687.5046,848.3402608,51557.51277
Louisville,Kentucky,17/10/2021,P1,37675.47257,0,0,218171.1314,1644.819224,69306.60818,2761.161374,0,0,13910.09992,269.2753161,4041.446216,47753.18863,0,0,278068.1515,3667.229526,90523.12821,25293.58037,0,0,122974.3783,800.2359331,33337.67841
Philadelphia,Pennsylvania,17/10/2021,P1,108488.0956,0,0,633515.7755,1274.684741,194422.8228,13321.31218,0,0,66861.64969,321.4214963,18411.86144,103036.3805,0,0,640508.6237,2714.720867,207480.5715,107074.7001,0,0,531359.2566,847.2770329,139661.1964
Charlotte,Carolina del Norte,17/10/2021,P1,62172.11774,0,0,390398.9583,1408.508527,121724.3551,7881.775303,0,0,43527.96197,200.2881151,11775.6393,93711.07937,0,0,557393.5026,3108.802335,195612.6671,51793.95867,0,0,273781.1572,898.7817773,68125.73504
Green Bay,Wisconsin,17/10/2021,P1,21225.72582,0,0,119986.1853,1610.831228,35477.37425,1365.152944,0,0,6978.879493,264.4677587,1996.16341,24705.30299,0,0,139325.8696,3385.933343,45707.23493,14906.29783,0,0,72457.22763,982.8418,18747.65677
San Diego,California,17/10/2021,P1,52849.31216,197174.1008,36057.30371,302396.4176,1590.612807,97379.29318,8391.119604,26013.0695,4679.258487,49223.37437,378.3100219,12761.35615,74597.5019,280863.5183,49382.51581,438519.9621,3395.600695,154741.1033,24073.06324,52052.20635,9829.331526,131625.9098,891.3134033,31287.69191
Milwaukee,Wisconsin,17/10/2021,P1,64798.61068,257331.4962,45414.94236,368601.466,1517.040338,118657.0329,6813.168564,23718.30625,4887.083207,34220.32468,265.871827,9992.809548,73346.99731,247034.2413,44860.27186,421399.1311,3369.479501,140466.1308,46770.22236,152492.7898,33071.59547,219139.3494,945.2416228,59886.72156
Kansas City,Kansas,17/10/2021,P1,46027.27187,110183.6232,21110.64645,257751.3359,1376.430642,73658.43941,3945.369865,5370.312113,1164.947893,22084.87661,302.7963868,5798.779598,80697.36707,290714.776,53112.37669,443435.7835,3190.556567,152561.4668,36651.2019,48524.00818,10719.41912,182020.8654,929.76613,43766.72765
Miami/Ft Lauderdale,Florida,17/10/2021,P1,56481.79917,107864.1747,15221.73073,406674.4219,1291.480099,126812.7668,20274.86376,69864.02931,14034.77524,104655.2034,297.9651311,28302.98335,88032.79625,206685.8432,29881.40408,638755.5488,2978.62867,230087.9193,70163.31077,237337.1776,47052.68366,365208.6881,867.5170373,97127.48828
Oklahoma City,Oklahoma,17/10/2021,P1,40272.76915,90651.14389,15950.42541,223025.5234,1610.610384,67852.13437,2064.918412,2812.627818,589.6050602,10747.17218,273.7067541,3034.786504,50911.46022,136439.6852,24137.73417,286385.6561,3279.843177,91630.84981,30485.46306,40661.212,9064.107592,142947.6721,907.6133048,36739.81632
Orlando,Florida,17/10/2021,P1,62994.34341,104757.7167,16854.71681,401000.1137,1430.459415,117239.8631,13530.21817,42554.66838,8705.166285,68548.54591,291.0577055,19190.87428,96528.29518,247495.623,38004.27789,642423.6246,3204.464759,211630.9929,72192.1846,214003.2832,42619.14997,366486.2198,917.3839344,96961.91845
Birmingham/Montgomery,Alabama,17/10/2021,P1,102909.6381,0,0,620305.5196,1562.125213,214916.553,9600.520753,0,0,49907.46636,266.5701298,13762.29214,155230.5644,0,0,938560.7522,3106.994296,349919.0307,77980.31255,0,0,389835.9658,843.0032741,101461.0872
Seattle/Tacoma,Washington,17/10/2021,P1,58789.85827,0,0,364747.6188,1763.849073,111733.0285,9717.595125,0,0,53015.30988,427.3176715,13612.66049,81128.96097,0,0,492101.5728,3495.602121,169486.3354,22554.02612,0,0,117408.79,759.1842666,29526.07457
Syracuse,Nueva York,17/10/2021,P1,24789.95217,0,0,148735.8917,1441.552405,42300.56953,2502.40178,0,0,13020.74959,271.4968535,3409.859545,41849.62591,0,0,244664.461,3242.608003,79022.02761,18923.66264,0,0,99000.35284,925.68085,24429.87753
Toledo,Ohio,17/10/2021,P1,63904.19155,0,0,350604.4367,1474.87458,108477.302,4150.913533,0,0,20995.81674,284.8325693,6052.883248,70684.39551,0,0,409917.7526,3470.321708,130704.4222,30361.781,0,0,145871.4882,797.2783387,39246.09224
Little Rock,Arkansas,17/10/2021,P1,27544.4104,0,0,156282.4023,1650.942879,49212.74617,1668.610326,0,0,8746.523146,288.6317962,2426.998427,30094.224,0,0,171825.0052,3510.003527,58082.13677,15290.96048,0,0,76084.11789,768.3585101,19980.93237
St Louis,Missouri,17/10/2021,P1,63442.24171,102623.2296,18800.38388,346363.7059,1463.812678,107787.7296,3065.373031,6532.952452,1487.839496,15199.55103,236.0410369,4506.91859,81776.28584,225684.5842,37446.20312,467349.0424,3053.783089,158466.6237,38618.94698,59784.72073,13881.87695,184771.8393,876.4094943,48989.12308
New York,Nueva York,17/10/2021,P1,190923.7251,745940.9301,123565.5877,1199267.517,1051.29047,351951.5693,38096.53971,137323.937,25144.25773,211494.8082,283.3301397,54292.13287,244429.0043,955650.2344,150612.5769,1608506.676,2325.342144,510073.7508,184478.0515,650389.5849,126997.6772,964967.0632,720.8655979,242759.6941
Peoria/Springfield,Illinois,17/10/2021,P1,55119.00412,173108.2071,32716.40402,305449.0331,1535.489857,94912.57611,3296.643548,7455.518328,1507.297056,17006.66098,262.9191168,4811.200601,71757.50997,254257.0593,46314.44529,403218.42,3272.392547,136433.4283,34360.81542,59323.87746,12853.10519,164972.033,821.3204683,43286.51896
Roanoke,Virginia,17/10/2021,P1,71860.8072,0,0,417211.4558,1505.643856,125792.1738,5570.074224,0,0,27158.23284,282.9470089,8117.469634,88155.40054,0,0,529551.5969,3359.952847,169361.3122,49939.49265,0,0,241276.5325,848.6305042,66837.56511
Harrisburg/Scranton,Pennsylvania,17/10/2021,P1,90000.4733,0,0,525655.5526,1384.460159,151241.3843,9210.406797,0,0,51032.79915,292.8897955,13127.01699,80042.02155,0,0,497051.4527,2819.937793,159706.8551,75629.55041,0,0,394800.3284,849.8873204,97363.00063
Houston,Texas,17/10/2021,P1,145194.8672,405242.7077,75049.95416,797276.6998,1502.069188,281277.8157,11187.06295,23978.67295,5001.851723,55869.16787,281.6804942,16687.14853,160728.6899,382319.7023,67067.8746,928414.4047,3329.909623,338755.7507,73726.17082,164460.8292,35056.33224,347064.2261,846.0688165,93594.85503
Pittsburgh,Pennsylvania,17/10/2021,P1,62572.5163,0,0,362254.6651,1391.971164,104246.7324,4878.187586,0,0,27042.08517,267.9865682,7095.479229,66036.44555,0,0,401257.9009,2593.59044,125724.7835,50705.20406,0,0,260744.6889,823.439468,65046.2617
Omaha,Nebraska,17/10/2021,P1,30837.84157,0,0,167719.2141,1397.826349,48536.93656,1411.974668,0,0,7990.107441,230.4292047,2067.951372,46094.36344,0,0,240569.9949,3226.586687,87426.12768,24149.39624,0,0,119372.7958,940.7351808,29416.83822
Chicago,Illinois,17/10/2021,P1,201296.9849,709134.2582,129683.3529,1116076.559,1453.1511,392543.2415,14447.28984,27203.14436,5890.796591,78140.88245,252.341165,21356.23235,232574.8346,845227.709,150484.1041,1353979.248,2927.656177,484331.762,84238.6446,176592.8646,36418.06599,423615.6874,828.0793596,108929.0663
Portland,Oregón,17/10/2021,P1,58669.2859,212921.8235,35460.25047,354904.4704,1772.309688,104496.062,8696.89292,19538.77384,3992.981137,45824.83163,455.3014167,12344.60883,86972.80614,302250.2453,54635.46665,505346.1078,3824.638771,176400.7315,18858.91196,43490.30323,9365.36394,93869.08467,765.5307885,24683.02229
Spokane,Washington,17/10/2021,P1,12548.17496,34728.48228,5867.445754,74410.30387,1765.436147,21094.28141,2394.738436,5721.451574,1256.271152,11768.79484,481.0706813,3219.244985,18789.59783,64179.77202,11018.93849,112751.951,3881.246189,35671.18286,5218.564154,12372.60661,2738.374789,25448.35476,851.7192633,6849.504431
Los Angeles,California,17/10/2021,P1,316935.5732,1175260.924,224927.9529,1724809.276,1516.235407,569428.5552,25517.17575,77217.04388,14722.75019,143476.4206,373.5888185,40496.48021,411362.896,1529531.047,273559.817,2382448.384,3243.555354,831299.2257,98498.89674,273821.3306,55088.38328,508906.4445,803.2253094,126083.6062
Sacramento,California,17/10/2021,P1,43874.55057,0,0,252220.6266,1586.901572,75163.40651,4669.418461,0,0,26231.53715,391.2981897,6881.987871,71147.85803,0,0,426391.9088,3452.787362,140142.0556,22386.10816,0,0,116171.6198,952.4906638,28318.75171
Buffalo/Rochester,Nueva York,17/10/2021,P1,43637.07115,0,0,271828.2958,1339.358161,77278.00022,6162.387115,0,0,32718.01309,343.6764478,8529.891607,88014.18732,0,0,533110.3845,3105.032559,165273.8934,43818.63696,0,0,227207.3669,912.8282933,56404.45038
Des Moines,Iowa,17/10/2021,P1,22371.09375,0,0,121916.3709,1423.876317,36002.15777,1519.824978,0,0,8821.71449,351.8285402,2219.580351,30014.51311,0,0,151564.5817,3527.527895,56761.59192,17802.09357,0,0,87095.8168,1044.803683,20975.46103
Jacksonville,Florida,17/10/2021,P1,28620.12164,57724.60468,9415.738216,183661.9567,1354.683696,54126.27076,6914.727981,23200.81938,4716.716001,35383.53596,365.9430521,9827.737534,51751.74438,182155.0201,28077.34729,337549.4404,3230.465212,112518.4283,34683.24316,105968.7651,20806.53387,180798.3624,891.0369479,46911.22838
Mississippi,Misisipi,17/10/2021,P1,78349.39193,0,0,450010.9666,1648.516262,172684.3048,3582.444997,0,0,19428.88527,214.1339629,5221.481485,92348.49543,0,0,543687.3869,3265.419899,212825.3173,35591.74094,0,0,187279.9853,774.8329631,47527.78572
South Carolina,Carolina del Sur,17/10/2021,P1,113179.3856,0,0,690493.4066,1472.373939,227608.2671,13989.3691,0,0,72836.15542,248.8465094,20288.35898,188276.0522,0,0,1155033.726,3283.66278,422529.6414,98866.27108,0,0,507611.5151,865.0510299,131941.1633
Tampa/St Petersburg,Florida,17/10/2021,P1,58966.83145,89069.67379,14151.10051,381140.3737,1425.631141,115169.751,13772.78985,49719.76069,10130.70866,69884.93908,278.5711921,19806.67516,103223.0311,345836.1109,50849.12302,701191.2484,3227.088988,225997.5564,77215.32113,242586.5222,48516.94108,393440.0914,946.7905791,105455.3365
5 Boroughs New York City,Nueva York,17/10/2021,P1,59312.7581,253649.875,39755.79874,403304.8258,885.9220565,123696.7378,10524.90139,35853.98948,6024.38222,63251.73399,203.2792663,15267.64243,62262.58552,271637.5764,39688.9861,451213.1029,1648.680234,149282.8896,37410.39171,118335.5928,20877.90255,216320.1287,490.2403437,51475.04284
Albany,Nueva York,17/10/2021,P1,19620.95915,50637.08655,8228.159335,117443.7446,1342.855432,32014.3345,3019.886722,5118.808209,1006.141765,15948.35508,336.8031252,4345.430025,32760.01954,96571.626,18145.89021,186782.2771,3195.458634,63338.50453,20129.29147,42628.9175,8275.613905,106005.1293,948.2314287,26812.15112
Raleigh/Greensboro,Carolina del Norte,17/10/2021,P1,68246.21384,0,0,430593.1294,1323.048079,131837.5471,9235.861808,0,0,51642.86419,194.3865299,13517.06547,106592.7307,0,0,643130.4007,3105.715545,224328.5136,59114.52367,0,0,317812.3872,898.0017648,78228.40763
San Francisco/Oakland,California,17/10/2021,P1,59203.23866,233272.3793,39366.7875,365111.1461,1507.938323,116399.4511,7664.137023,16042.14933,2866.099588,46474.2891,363.6732715,11364.56599,117562.638,507144.4215,85890.19361,723270.0903,3350.320482,253346.455,32096.58934,46442.4098,9052.569547,178997.5271,872.6712125,40875.9093
Boise,Idaho,17/10/2021,P1,13482.02574,0,0,75395.76887,1946.681438,23090.26648,1879.614775,0,0,10129.99579,451.3716074,2677.347184,19003.1337,0,0,108528.1895,3978.593455,36287.07546,4611.352711,0,0,23515.19484,860.1690309,5977.942881
Denver,Colorado,17/10/2021,P1,87047.39896,268619.4519,45957.94097,485979.9228,1578.707978,143654.5254,19784.79756,71038.36252,14145.18317,101532.1722,443.8302978,28347.24374,138915.8441,323047.8159,57449.05445,779223.1518,4022.577513,251175.4497,65980.85652,212873.7107,44704.46771,315988.4909,972.5044247,83882.81257
Phoenix/Tucson,Arizona,17/10/2021,P1,135201.8573,427922.493,75857.72504,760518.1007,1719.03158,235589.43,17996.54196,40397.25725,8367.824017,95275.21205,431.2408454,28304.26467,179690.6858,505431.362,89154.53765,1029599.898,3943.047218,350087.8739,70730.59698,148206.7974,31324.68425,348469.2067,918.553698,90331.42405
Salt Lake City,Utah,17/10/2021,P1,49015.31568,194517.3605,36808.2892,262816.4479,1839.727696,77863.28215,8666.190517,25564.04399,5529.063889,41532.43503,495.8767834,11857.6145,70415.34012,221805.5017,39060.72458,405659.5565,4249.934637,123245.0906,22448.31502,56744.21705,12859.15857,104403.9908,848.4727598,28401.6114
Boston,Massachusetts,17/10/2021,P1,88148.01252,0,0,528147.6453,1207.713123,155879.5915,16494.85925,0,0,90039.87287,337.3388297,23770.29205,115737.826,0,0,768453.8152,2861.362412,242556.7465,104963.7386,0,0,557129.6926,886.971454,140477.7419
Las Vegas,Nevada,17/10/2021,P1,53175.40973,200000.4142,36992.3837,297091.4082,1610.980241,91718.36216,6623.867364,18310.64876,3738.792582,35785.27095,390.6580408,9726.416966,77206.92359,229388.9787,40613.10668,446276.7155,3778.160042,154424.5089,24041.96508,50110.3752,10280.82858,121457.5888,894.0222016,30446.48805
