Market,State,Weeks,Periods,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U,TARTAS_KGS,TARTAS_PROMODOLLARS,TARTAS_PROMOKGS,TARTAS_DOLLARS,TARTAS_TDP,TARTAS_U,GALLETAS_KGS,GALLETAS_PROMODOLLARS,GALLETAS_PROMOKGS,GALLETAS_DOLLARS,GALLETAS_TDP,GALLETAS_U
New York,Nueva York,10/01/2021,,232084.7339,783234.8296,173312.8222,1136349.825,1065.434027,410291.9154,42464.13131,125354.9315,31491.82311,177298.4212,183.9337266,52744.84,232684.7915,861973.7824,148141.2138,1405251.372,2555.981915,480046.6564,199687.6693,653580.5124,149347.985,911755.0598,751.3640829,261683.1999
Philadelphia,Pennsylvania,10/01/2021,,130537.991,0,0,597477.2345,1231.860084,220443.8269,15898.5388,0,0,63683.49842,219.3552366,19549.85668,96516.98049,0,0,549464.1572,2877.999605,194571.7619,98778.98586,0,0,428337.6933,858.0661984,125822.2944
South Carolina,Carolina del Sur,10/01/2021,,135233.9155,0,0,685872.3563,1525.850648,271481.4097,13770.33216,0,0,55282.43617,168.359677,17121.15855,211605.6093,0,0,1112373.054,3593.342441,473448.9275,95796.48966,0,0,428889.085,882.9951389,127725.3972
5 Boroughs New York City,Nueva York,10/01/2021,,64197.71979,269536.1051,51873.68967,355933.6748,862.3077556,127327.3878,12445.14069,33290.75126,7566.989515,57303.30725,144.8044225,15438.0727,58796.80182,246611.0985,39643.64981,389212.7979,1702.685176,136624.83,44192.67603,135194.8104,27970.95582,224243.2212,524.2317388,59521.60619
Charlotte,Carolina del Norte,10/01/2021,,77472.06515,0,0,402513.7213,1508.328025,139929.8991,10311.80782,0,0,43284.09489,182.8467274,12862.021,103491.6495,0,0,521802.0288,3546.469045,216730.7151,61540.42695,0,0,278423.5726,967.2156072,80823.32865
Roanoke,Virginia,10/01/2021,,87505.58727,0,0,419399.4687,1478.646593,148414.1,4227.387093,0,0,16505.57438,167.6518211,5286.365962,102723.5864,0,0,513073.2173,3790.609278,204489.024,45587.55381,0,0,198144.8263,895.3369463,59661.87447
San Diego,California,10/01/2021,,70903.83413,262857.2581,61829.10633,317085.1327,1525.016994,118930.3479,12758.05326,18365.13667,4628.990361,52351.73,306.8214429,16732.38248,74075.14693,238398.0337,43015.82301,420978.2251,3675.935629,147497.7516,28617.01133,59118.91987,15162.09932,119781.963,892.4226137,35945.06364
Milwaukee,Wisconsin,10/01/2021,,67646.25819,251857.7937,56733.70728,312191.7532,1466.417189,115860.7471,7461.97911,19635.93829,5426.520305,28139.8173,263.7916256,9354.894865,78138.66649,285136.306,54469.15458,410351.0373,3709.135762,153671.7728,41093.47259,115413.5337,30262.51222,164537.1332,977.0994604,51319.15682
Miami/Ft Lauderdale,Florida,10/01/2021,,85140.87448,320604.3048,64175.82656,468230.6375,1531.815588,207476.1216,25814.49083,75127.90112,19797.52271,101769.9179,254.2462437,31072.31068,132104.1037,561709.785,101785.4193,753121.0522,3221.644048,333981.4776,76851.75701,267620.4335,61704.53218,344587.1432,884.7570505,104507.3461
Denver,Colorado,10/01/2021,,101704.5647,329404.8762,74640.00907,478158.294,1685.199512,161699.7963,20794.13432,58293.5481,16797.57048,74035.02016,333.8130502,25795.70172,146423.4877,536595.3867,101498.8201,761797.3,4452.21542,268159.0489,64371.8559,183150.2556,49333.05109,249656.9211,978.8787476,80181.86232
Oklahoma City,Oklahoma,10/01/2021,,38816.17661,110848.9662,25812.81285,177760.559,1658.936523,61332.85707,3289.403204,6638.071444,1730.171909,13057.7936,151.0332537,4145.700468,43378.70615,102703.9797,19691.56619,224972.1133,3455.733351,78703.44506,28204.44106,78326.8822,20234.31324,112913.8098,922.6424219,33625.28397
Portland,Oregón,10/01/2021,,72480.94564,262863.5034,56478.85471,358745.1961,1737.848618,119355.8822,10048.25365,20577.42717,5306.423938,41069.67437,323.6304176,12087.79079,84375.42057,301717.7374,56334.95452,461230.18,4267.849344,159976.3096,19515.07079,41926.64627,10773.84264,82077.95963,737.8629034,24674.8697
Boston,Massachusetts,10/01/2021,,99724.27407,0,0,483880.7816,1359.9863,181049.6084,16197.54034,0,0,62288.96605,240.3036283,20261.85993,104597.5983,0,0,636549.8734,3178.392318,214391.8567,106339.4101,0,0,451182.4817,908.9151227,142552.2851
Cincinnati/Dayton,Ohio,10/01/2021,,96503.30011,0,0,446662.4956,1722.344216,170071.0037,6302.068828,0,0,23357.18989,232.8015187,7908.781855,104598.3581,0,0,543718.9231,4450.728158,199905.8969,44834.30957,0,0,185895.7411,959.518681,59109.25767
St Louis,Missouri,10/01/2021,,70115.98902,241880.8406,55747.20163,324539.0815,1442.452879,114576.753,5321.673988,11680.35081,2987.15372,20854.37611,205.0605046,6668.916981,85065.13857,304967.6086,56291.13971,457154.1598,3647.053866,169191.969,43611.22777,119325.0321,28762.91137,184465.0682,942.7700477,53729.10759
Des Moines,Iowa,10/01/2021,,32108.14129,0,0,128177.1132,1533.428769,47417.68123,1652.474542,0,0,7769.992541,263.5137825,2082.108621,25339.63541,0,0,126069.2213,3829.186792,47286.42072,17091.79908,0,0,67775.96484,1050.783414,19494.72695
Jacksonville,Florida,10/01/2021,,38079.52399,132508.5787,27868.17067,197875.9079,1619.453087,78687.92533,6160.208592,18025.72603,4715.486418,24198.70842,222.9881382,7545.098979,64033.96999,234315.2542,43069.44136,352774.8651,3599.24897,144481.6633,34682.62755,118997.2278,27053.85878,156596.1551,954.254253,46542.94941
Knoxville,Tennessee,10/01/2021,,34982.6387,106227.8822,23810.07837,170981.7293,1636.833911,59720.19829,2262.303222,5392.509764,1425.886894,8845.8682,182.2957411,2828.36749,58558.822,204925.7708,41065.43683,297245.0421,4291.413943,114185.2607,19981.6802,53708.3832,12684.41657,86482.96344,930.6636584,26212.92818
Wichita,Kansas,10/01/2021,,30517.01212,0,0,135589.7523,1671.714915,48999.31644,1709.632432,0,0,6190.386584,205.4804188,2155.499727,29792.78088,0,0,149203.3785,4108.592033,54464.84065,14385.74649,0,0,55524.19644,945.3000362,17711.08471
Cleveland,Ohio,10/01/2021,,48852.79173,0,0,232600.7635,1379.555758,88175.09661,4499.769157,0,0,20151.37222,187.9956605,5620.891889,45910.58885,0,0,270708.5441,2963.037634,91076.12796,27994.18249,0,0,131272.9714,863.0622942,36461.45077
Raleigh/Greensboro,Carolina del Norte,10/01/2021,,93617.60556,0,0,486259.4755,1509.230209,168310.2175,12613.65657,0,0,53471.79892,188.5135412,15720.01985,125644.7732,0,0,632913.5571,3603.245694,265770.2472,73642.55877,0,0,334540.9392,978.9997234,96166.60212
Houston,Texas,10/01/2021,,147298.9554,455982.2694,103555.7889,698394.4356,1558.859055,273421.5888,8993.490693,14867.89841,3686.835771,36089.14496,167.7401613,11657.8224,153696.3892,408420.4785,76340.9787,840237.5816,3653.318753,319518.2392,71461.44728,167600.6693,43374.69525,284598.5246,878.4856589,88311.72339
Hartford/Springfield,Massachusetts,10/01/2021,,52762.3284,0,0,270037.7051,1330.730585,97330.16021,7791.799321,0,0,31912.32241,225.9336518,9749.616936,69609.25713,0,0,422051.61,3279.224942,139198.8154,52416.58034,0,0,234780.4723,893.9557929,68395.40675
Providence,Rhode Island,10/01/2021,,17600.59226,0,0,87946.72052,1376.795192,33635.31019,2852.336491,0,0,11387.69355,225.3880277,3559.12204,19912.49341,0,0,123163.613,3346.316318,40679.28133,16530.33691,0,0,73243.20197,891.8458714,22242.04238
Spokane,Washington,10/01/2021,,16318.19075,56804.07867,12199.56178,79972.25441,1957.352294,26554.10129,2205.87614,4904.259347,1230.743142,9247.04191,351.6268595,2651.890841,22168.37053,76962.2589,15063.13781,116612.73,4356.395394,41129.81875,5154.953852,12041.13494,2942.850759,22161.85142,825.2133933,6530.738937
Los Angeles,California,10/01/2021,,435246.4777,1698608.724,388374.3408,1982788.098,1629.510455,731361.1502,42123.18612,80560.79769,21623.44478,165782.8652,305.2500034,54986.11277,410514.313,1395216.991,252843.764,2330259.033,3751.147676,815446.6669,113311.6069,277949.703,70350.84804,468088.2172,826.8313622,143106.1352
Sacramento,California,10/01/2021,,52166.11363,0,0,260597.8348,1652.123504,85338.46545,8455.801924,0,0,34892.4779,281.3069053,10514.97901,72037.86271,0,0,416989.5014,3692.641627,137704.7515,25786.27781,0,0,112102.8606,949.106268,32463.61343
Indianapolis,Indiana,10/01/2021,,77035.84735,270267.403,62531.77182,350421.8272,1644.270219,130810.3864,5455.981855,13489.02602,3704.194094,20699.5821,245.4205303,6851.431802,79816.5118,251074.6723,47801.47582,414967.3409,4033.942871,151072.0256,38766.85432,102430.8455,26261.47754,159889.558,895.2546043,50075.81902
Mississippi,Misisipi,10/01/2021,,92325.99924,0,0,442859.2073,1850.811722,201727.8172,3644.559377,0,0,14647.69218,163.1742279,4526.491397,98546.6622,0,0,534635.9656,3868.640169,236116.8742,35241.79379,0,0,157015.4475,798.9008123,46966.58378
Tampa/St Petersburg,Florida,10/01/2021,,79413.24779,284750.4318,60911.40315,401649.8668,1554.423688,158658.5968,16226.67662,48602.13273,12824.33133,62624.09288,207.5141944,20165.16,146155.9852,565874.4875,105095.3158,797431.209,3576.621844,317200.785,82893.26752,281571.1273,65097.33354,367190.1524,930.1375628,111104.2344
Albany,Nueva York,10/01/2021,,24490.41504,80326.71514,18730.23163,115194.1934,1282.945812,39232.37011,3281.524078,10628.22938,2751.474446,12824.89222,247.7419898,4112.566846,26496.46475,77405.45178,13572.51048,152112.1663,3460.166145,50289.83393,20672.22719,66548.15959,15588.30046,91057.07655,940.5994388,26769.47553
Grand Rapids,Míchigan,10/01/2021,,64001.10506,0,0,294809.9255,1322.068661,108162.3625,4206.675061,0,0,18239.10381,233.4406001,5276.824759,51463.90614,0,0,276484.6523,3311.358781,96458.59708,27921.50217,0,0,124322.6964,881.8531598,35361.73356
Kansas City,Kansas,10/01/2021,,63189.35396,199964.4661,49507.6495,284071.4306,1500.963872,97522.30006,4540.215376,5792.765734,1467.020577,20752.07006,202.3578518,5666.064737,77244.19373,215460.2366,41110.25677,404938.3365,3656.814367,147399.8088,40986.76465,96430.12944,26412.2069,168632.4769,986.6742837,47193.66496
San Francisco/Oakland,California,10/01/2021,,67929.74381,192514.795,40158.45363,365908.4295,1657.016728,120937.7536,15754.85797,29630.35284,7322.116001,66635.03566,271.3152839,19732.75256,116665.8716,363277.8367,63090.6285,706779.9775,3673.879605,238024.1082,40524.26469,93265.81253,21694.04225,181840.0114,910.8018488,52051.24075
Boise,Idaho,10/01/2021,,15857.49155,0,0,71088.36134,1871.444338,25863.35107,2285.6169,0,0,8717.362485,315.2046513,2763.719341,18250.00958,0,0,100874.2179,4368.614684,34553.46932,4930.660065,0,0,19825.83349,845.656184,6245.732808
Nashville,Tennessee,10/01/2021,,60218.59248,0,0,291314.5081,1690.472602,110846.863,5827.620815,0,0,22037.00964,239.4773602,7273.750661,70459.538,0,0,370580.6889,4229.477465,145250.607,37302.71413,0,0,156837.0528,897.7636688,49171.03069
Tulsa,Oklahoma,10/01/2021,,35688.22171,97796.33037,23983.83503,161835.972,1652.138864,56859.7239,2207.332424,4038.378491,1082.800308,8874.11005,199.2678735,2750.671297,36201.12499,90466.77181,16332.60472,195457.2719,3727.122862,67003.36957,22663.72477,61446.19776,15769.50525,91732.03926,959.1841645,27161.62134
Phoenix/Tucson,Arizona,10/01/2021,,182119.0973,656416.0337,160078.9673,785058.061,1701.716846,303478.8749,21173.92641,50673.5494,13197.97656,85451.53335,313.9445902,27791.24359,207928.501,720906.9086,144435.3263,1053433.169,4146.409432,403217.231,68245.87113,209917.4133,51911.34119,282140.8462,921.6179791,86160.57133
Birmingham/Montgomery,Alabama,10/01/2021,,122242.7655,0,0,592340.9905,1683.117485,242535.18,10060.64234,0,0,39374.2473,198.8735696,12388.78076,166365.0609,0,0,887567.0193,3758.067788,361420.5742,80382.60977,0,0,352384.3855,896.8988255,106666.5533
Salt Lake City,Utah,10/01/2021,,54076.79542,188545.1111,45203.666,239395.5426,1742.186482,83601.86769,8156.126025,18546.03972,4809.704581,32956.42995,362.9669951,9655.327785,72840.95803,214480.1386,41884.90746,379026.3357,4753.837069,129760.163,19059.50091,46847.37101,12365.47722,78887.21129,834.3443639,23561.33351
Detroit,Míchigan,10/01/2021,,131831.1997,0,0,608319.5454,1503.76403,229471.1388,8819.507432,0,0,35141.73726,231.8499626,11104.96067,144692.8582,0,0,773963.071,3785.086281,278747.7447,67205.46202,0,0,286265.2723,912.6596633,86484.77831
Las Vegas,Nevada,10/01/2021,,68169.20667,247666.2498,60961.68068,293352.8706,1708.086179,113140.0231,7141.474202,22114.38451,5209.169102,29654.57451,282.485843,8975.225257,89771.69234,308417.8376,62953.58365,447299.049,4201.245164,176746.6962,25344.4562,80256.17887,19402.76604,106552.5893,914.2349637,31565.85444
Columbus,Ohio,10/01/2021,,63872.18507,224819.2582,51265.09572,297255.239,1584.79356,111616.9734,5214.64064,14147.71219,3716.533957,20580.3209,231.0046144,6540.671646,61437.59216,179904.373,33777.53974,324095.2971,3850.165149,115858.3071,30242.32069,85736.00665,20449.51841,131729.4313,901.0087679,39903.2321
Richmond/Norfolk,Virginia,10/01/2021,,75509.43837,0,0,388645.9608,1459.157557,137500.4838,10004.90447,0,0,40262.51635,176.4779335,12478.3453,96817.12393,0,0,482068.3562,3507.887468,205832.0709,62675.19797,0,0,274108.3566,905.1369507,81158.55393
Louisville,Kentucky,10/01/2021,,43886.0189,0,0,199865.8864,1640.718174,77767.67134,3019.986344,0,0,11057.00676,216.9687165,3799.078066,50675.55255,0,0,262578.8874,4051.709818,98364.65813,20604.97689,0,0,83676.39786,833.1445497,27085.40499
Peoria/Springfield,Illinois,10/01/2021,,59638.64808,196399.6189,46541.54348,271114.4674,1562.417159,98768.75599,3220.875557,5440.067234,1454.905956,13207.07766,200.9176653,4047.84695,71488.0485,266731.9324,51640.91908,371554.6017,3748.295765,135101.5589,34549.66055,91566.84838,23346.97934,144945.8305,884.1812852,42918.62575
Dallas/Ft Worth,Texas,10/01/2021,,200173.2736,620278.3326,136410.6659,973127.2305,1736.977914,355091.6686,15280.80747,40788.73527,10398.92126,61220.71158,224.6693101,19449.36171,209304.0672,556131.9079,104723.0905,1128313.407,4013.276323,417402.8943,99428.35933,266013.415,69124.94307,399479.774,945.2257684,122619.9055
Green Bay,Wisconsin,10/01/2021,,22325.25634,0,0,102471.1038,1558.683206,35103.01768,1998.689553,0,0,7924.585673,268.1831996,2523.23575,26646.69768,0,0,138761.1669,3623.796667,51586.14741,13198.7445,0,0,53836.79106,976.1995164,16040.01252
Minneapolis/St Paul,Minnesota,10/01/2021,,82297.86018,327895.2395,74124.89932,377180.3461,1438.724293,123008.3142,10605.1341,27131.05412,6753.965515,43496.3719,226.552425,13214.38254,77419.17532,325149.0271,62949.98035,402431.0661,3291.273113,145672.9696,64438.23344,201970.9318,52135.91674,261489.7835,975.4120905,75522.52367
Harrisburg/Scranton,Pennsylvania,10/01/2021,,98887.148,0,0,469756.72,1397.287157,163502.2057,9238.185262,0,0,37119.07314,206.67066,11300.53317,74671.30009,0,0,435224.64,3083.004423,149943.89,71811.85281,0,0,311431.941,893.0318049,91131.28563
Pittsburgh,Pennsylvania,10/01/2021,,64177.1498,0,0,305896.9273,1261.97118,111465.9675,4688.334171,0,0,21401.498,173.6313518,5841.627443,63775.94363,0,0,359230.4085,2941.229873,123223.115,44151.21047,0,0,207188.0039,841.9919744,56102.0153
Atlanta,Georgia,10/01/2021,,126260.1043,0,0,634670.1186,1689.055226,258616.2376,17834.61628,0,0,65891.68426,265.2801887,22112.13555,201461.5977,0,0,1098940.631,4159.983214,448435.1521,88832.16286,0,0,380609.773,929.1937943,117807.3756
Omaha,Nebraska,10/01/2021,,44749.46378,0,0,185618.8903,1589.271461,68388.70195,3057.602925,0,0,12917.31256,241.7655241,3838.346834,39776.91959,0,0,205206.8318,3886.022258,73186.1874,25579.55018,0,0,99214.36222,1020.888988,29237.2758
Orlando,Florida,10/01/2021,,79013.58682,288225.6901,61696.13516,398510.5205,1531.765214,159736.582,13770.21379,39107.65267,10302.39034,52975.36699,218.1981871,16794.02016,123373.6332,453770.5764,84302.60352,671405.0096,3430.654748,269826.3272,70917.15846,247445.3388,57725.80879,308658.2461,927.1956469,93390.3428
Chicago,Illinois,10/01/2021,,247142.6697,865532.2309,209142.4006,1089329.678,1521.318639,446648.7224,19285.83171,54359.45491,13253.17818,80503.45445,241.175257,24099.36993,221262.4135,753132.8164,140514.8448,1244682.68,3299.246913,460931.1346,92718.17339,292059.4625,68933.6332,404896.9186,891.1149675,116996.9077
Seattle/Tacoma,Washington,10/01/2021,,73038.52004,0,0,366538.3819,1807.738734,127329.1056,12338.64538,0,0,50695.62033,313.1614299,15041.47284,88241.40954,0,0,504409.6785,4036.891378,174774.0638,26591.41914,0,0,114336.0321,762.9877687,34028.13925
Syracuse,Nueva York,10/01/2021,,27448.7987,0,0,132269.6174,1430.145937,45485.07908,2934.89922,0,0,11783.81151,243.3114397,3543.898908,38040.21078,0,0,208737.3778,3735.845264,73820.72095,18433.94853,0,0,82024.81472,922.7755828,23421.48041
Toledo,Ohio,10/01/2021,,67270.58689,0,0,306213.0628,1587.050183,112140.577,3232.559491,0,0,12560.08486,198.655336,4046.945623,68512.96199,0,0,356447.8869,3882.951962,125870.4225,28755.58171,0,0,122023.4129,897.1610627,37408.6819
Little Rock,Arkansas,10/01/2021,,30676.98045,0,0,143013.4992,1802.191156,53872.68901,1302.694633,0,0,4934.551752,179.8626974,1629.826246,29122.74452,0,0,152988.2079,4082.326812,60942.99926,12889.06474,0,0,53362.5866,831.9147689,16535.66803
Memphis,Tennessee,17/01/2021,,52254.22045,170654.5274,38309.0671,247321.1618,1789.330921,100116.8815,2391.327797,6183.394973,1697.887706,9000.202772,191.9788428,2992.80132,45618.54352,144476.0807,26329.57474,247039.9989,4287.229846,101478.4817,18573.53733,50735.09389,12788.63272,77305.13867,782.860947,24045.05787
