Market,State,Weeks,Periods,Month,Year,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U
Jacksonville,Florida,23/04/2023,P2,4,2023,38147.47257,97986.03646,14832.43254,284308.4788,1697.370936,83501.65828,3870.082449,13936.30921,1842.088607,29249.78715,327.4219403,5532.365961
Louisville,Kentucky,23/04/2023,P2,4,2023,41015.57502,0,0,271497.2713,1824.365957,73317.8653,1916.056965,0,0,11900.34547,301.4296505,2799.104141
Peoria/Springfield,Illinois,23/04/2023,P2,4,2023,52196.54026,210735.122,32005.52918,355451.1468,1792.704721,88473.73263,2883.89589,9450.17232,1403.593366,19303.90766,319.4303266,4206.455114
South Carolina,Carolina del Sur,23/04/2023,P2,4,2023,126856.4828,0,0,927357.9989,1782.659634,276239.6451,11235.60767,0,0,75358.96397,285.8928972,16014.50603
San Diego,California,23/04/2023,P2,4,2023,58220.62907,285148.3618,41012.9865,419777.298,1847.445571,104932.6838,8037.135586,33445.74332,4992.188174,54873.71259,399.4953299,12124.54727
Hartford/Springfield,Massachusetts,23/04/2023,P2,4,2023,50981.60625,0,0,369543.002,1444.689419,99517.15956,5387.853639,0,0,35507.27518,306.4622781,7714.679237
Atlanta,Georgia,23/04/2023,P2,4,2023,116728.0846,0,0,860491.7492,1849.748978,264079.8454,11245.37847,0,0,79790.40035,321.5286081,16298.05916
Boston,Massachusetts,23/04/2023,P2,4,2023,81483.67571,0,0,610599.9143,1476.009459,156799.2528,9242.18202,0,0,63389.47072,322.5729424,13325.03566
Sacramento,California,23/04/2023,P2,4,2023,48137.44336,0,0,350373.5338,1806.652423,83860.20263,5641.206639,0,0,37112.15358,363.7773436,8199.330918
Wichita,Kansas,23/04/2023,P2,4,2023,27243.8488,0,0,173428.6048,1841.641323,41980.95868,1280.828765,0,0,7828.876318,279.3878963,1869.678791
Charlotte,Carolina del Norte,23/04/2023,P2,4,2023,67148.90679,0,0,504408.5376,1690.968622,134766.7654,7760.446946,0,0,46144.03834,331.6348001,11135.57077
Miami/Ft Lauderdale,Florida,23/04/2023,P2,4,2023,81386.61643,301297.7375,41322.65285,665498.5471,1685.461458,227736.8492,13569.82938,71108.92656,9079.690246,105469.253,296.276676,19360.47428
Birmingham/Montgomery,Alabama,23/04/2023,P2,4,2023,117176.3741,0,0,834806.6381,1880.23268,250496.3367,6781.293937,0,0,49805.38886,252.5876863,9908.837087
Los Angeles,California,23/04/2023,P2,4,2023,340405.2864,1708907.541,259314.7152,2313543.864,1826.375736,590015.5359,26328.01455,113846.968,17286.00449,178177.6782,358.6186476,40388.6299
Kansas City,Kansas,30/04/2023,P2,4,2023,59365.68597,238890.5933,37899.86145,385974.8754,1790.437901,91433.34326,3548.578239,12530.10902,1716.878279,25992.01502,331.6432431,5235.57132
Boise,Idaho,30/04/2023,P2,4,2023,15878.6153,0,0,104333.1255,2140.134867,25587.07577,1462.952627,0,0,10327.21756,398.4168345,2136.490069
Orlando,Florida,30/04/2023,P2,4,2023,109387.2775,458738.1032,74586.50549,711666.5838,1777.485359,211334.3245,11099.45797,40866.70869,7601.742445,62804.56876,293.3603706,16027.77042
Chicago,Illinois,30/04/2023,P2,4,2023,210114.9152,992761.348,145944.746,1455543.869,1779.26028,406091.2942,14015.2759,30693.33835,5561.442757,96473.90437,351.4053528,20124.41274
Little Rock,Arkansas,30/04/2023,P2,4,2023,27246.89909,0,0,185579.6306,1950.628964,50586.32067,1305.037665,0,0,8520.400573,301.4223204,1906.036446
Indianapolis,Indiana,30/04/2023,P2,4,2023,68985.92582,272468.5312,41161.55572,460772.5457,1698.002964,119240.0595,4473.453814,15825.68037,2531.544822,28537.02695,372.7101569,6371.66485
Tampa/St Petersburg,Florida,30/04/2023,P2,4,2023,101728.1016,450353.2404,74420.48681,647844.7249,1760.704711,192666.0305,12479.184,50793.74954,9409.352297,69927.05554,314.2978196,18035.13572
Raleigh/Greensboro,Carolina del Norte,30/04/2023,P2,4,2023,85102.56593,0,0,602786.9836,1710.709464,161795.5482,8865.624858,0,0,58406.54346,321.8116803,12537.68547
San Francisco/Oakland,California,30/04/2023,P2,4,2023,72474.72561,399318.4588,55966.27486,538821.8802,1788.559157,139812.6484,9111.510618,20248.096,2946.740859,68232.88011,376.7017508,13351.87783
Denver,Colorado,30/04/2023,P2,4,2023,91716.33306,391783.1274,58406.16769,611064.1464,1768.004325,146142.7207,13223.90094,61322.08661,9412.155396,87006.65883,381.102162,19318.99797
Phoenix/Tucson,Arizona,30/04/2023,P2,4,2023,139394.5513,608266.1987,95235.59435,913881.7561,1886.26154,230842.3219,15419.44768,49411.02569,8289.458798,102848.5609,407.1704329,23543.10039
Des Moines,Iowa,30/04/2023,P2,4,2023,30974.89875,0,0,193570.2284,1865.966432,45465.96672,1393.844207,0,0,9455.972125,341.1047635,1977.215535
Jacksonville,Florida,30/04/2023,P2,4,2023,49871.5303,210639.7739,34040.14426,324056.9772,1742.219484,100813.192,4868.595465,20552.05592,3727.088829,28079.63649,321.35069,7125.665468
Louisville,Kentucky,30/04/2023,P2,4,2023,39310.63782,0,0,255548.8192,1858.826708,70939.77924,1825.897616,0,0,11080.8074,296.3743727,2664.911108
South Carolina,Carolina del Sur,30/04/2023,P2,4,2023,138553.1017,0,0,938955.1822,1798.094763,289618.6837,12032.29394,0,0,73737.06798,295.965541,17031.60938
San Diego,California,30/04/2023,P2,4,2023,62663.31212,291352.6255,46114.51074,421303.1521,1853.167886,110161.1587,7460.275811,28004.12371,4020.339419,52764.21198,399.6168831,11305.68933
Hartford/Springfield,Massachusetts,30/04/2023,P2,4,2023,46561.1717,0,0,357431.3829,1455.615546,94711.67826,4639.986451,0,0,34109.82506,309.2234173,6666.309812
Atlanta,Georgia,30/04/2023,P2,4,2023,130464.461,0,0,862370.2613,1850.263478,281356.4442,12636.65944,0,0,74628.82046,332.3735303,18354.77953
Boston,Massachusetts,30/04/2023,P2,4,2023,74840.45614,0,0,598481.9255,1470.361674,150844.1767,8835.30043,0,0,64371.30045,323.9676836,12699.68249
Sacramento,California,30/04/2023,P2,4,2023,50030.05632,0,0,363609.4759,1850.445084,85708.42198,5754.442997,0,0,38915.0208,367.237767,8368.006252
Peoria/Springfield,Illinois,30/04/2023,P2,4,2023,52359.41964,207288.6262,31870.68829,351351.0725,1818.695574,89477.98281,2807.737104,9372.053979,1369.425287,19182.23926,321.8367609,4081.535078
Wichita,Kansas,30/04/2023,P2,4,2023,27949.59494,0,0,175663.8134,1845.509925,42249.74515,1367.588896,0,0,8434.535833,270.7486808,1992.406638
Charlotte,Carolina del Norte,30/04/2023,P2,4,2023,73587.24449,0,0,510311.7126,1718.041515,141034.6386,7384.043531,0,0,47593.70968,343.2789332,10421.53978
Miami/Ft Lauderdale,Florida,30/04/2023,P2,4,2023,103479.2257,495932.2924,77180.24609,724193.3696,1699.717324,257797.4446,16205.34313,68326.7944,12434.25455,93641.61746,274.818286,23560.67997
Birmingham/Montgomery,Alabama,30/04/2023,P2,4,2023,127478.1871,0,0,844287.315,1903.512649,268460.7648,7948.13297,0,0,49160.09399,259.3132701,11616.96435
Los Angeles,California,30/04/2023,P2,4,2023,371964.2514,1750232.965,286744.9569,2380981.882,1855.090328,649615.1031,26752.9262,104059.7472,15506.63479,185245.3754,353.9085407,41556.23147
Kansas City,Kansas,07/05/2023,P2,5,2023,66692.59703,230501.1428,41751.84078,428515.9956,1903.189997,104829.683,5178.754716,23866.90113,3720.959605,33316.67375,356.9823091,7584.992098
Boise,Idaho,07/05/2023,P2,5,2023,14507.47553,0,0,103674.9871,2247.050336,24062.01649,2355.670125,0,0,14085.60554,405.8925655,3444.132742
Orlando,Florida,07/05/2023,P2,5,2023,85881.67125,347066.5325,50505.89828,627204.7244,1881.871252,180307.8155,12800.19801,64163.28168,9340.214722,86227.48311,298.9767749,18543.1373
Chicago,Illinois,07/05/2023,P2,5,2023,204905.4579,874719.9644,128144.3846,1492636.895,1895.388752,407520.5758,18400.02401,85542.89009,13896.60809,117829.0352,368.8257949,26801.66514
Little Rock,Arkansas,07/05/2023,P2,5,2023,29364.13218,0,0,197346.1226,2065.799996,54554.01831,1419.968164,0,0,8879.66256,311.062021,2078.937852
Indianapolis,Indiana,07/05/2023,P2,5,2023,76465.76253,346911.3106,54397.89341,504949.4213,1875.874357,133789.4665,5821.402115,26450.24931,4476.788448,35022.93555,385.1730352,8413.103642
Tampa/St Petersburg,Florida,07/05/2023,P2,5,2023,77565.04757,342375.7703,50747.46245,562186.3149,1837.087498,159840.0453,14432.15144,74916.28537,10855.37188,97671.42409,336.043031,20913.47612
Raleigh/Greensboro,Carolina del Norte,07/05/2023,P2,5,2023,84557.58474,0,0,627770.386,1806.356278,167804.3948,13516.97739,0,0,74472.30997,345.8712385,19485.89775
San Francisco/Oakland,California,07/05/2023,P2,5,2023,65598.68168,286490.3356,36269.62825,528002.106,1965.994455,132211.6433,13008.50592,71568.60635,10722.46774,89086.81594,403.2243821,19101.25642
Denver,Colorado,07/05/2023,P2,5,2023,99930.83127,445467.9927,68868.33252,674645.6793,1877.162536,160861.5843,19320.66658,96821.24333,16345.6261,115985.0814,407.1634779,28216.41487
Phoenix/Tucson,Arizona,07/05/2023,P2,5,2023,152432.0021,701218.0562,109220.8898,1040603.015,1992.414263,259635.1334,25494.08632,106800.8495,20944.68649,137940.4118,436.0156849,38599.87144
Jacksonville,Florida,07/05/2023,P2,5,2023,39497.67447,161921.7025,23206.46487,288796.1105,1784.783122,86195.78833,5975.219449,30389.89445,4447.919144,41277.6674,341.8785423,8816.131199
Louisville,Kentucky,07/05/2023,P2,5,2023,44055.96842,0,0,279494.2748,1997.60772,78262.50373,2274.415768,0,0,13328.39619,312.2303803,3322.406915
South Carolina,Carolina del Sur,07/05/2023,P2,5,2023,138598.6897,0,0,1000610.35,1936.781324,299795.2992,16518.42112,0,0,98440.16052,323.9722927,23662.99279
San Diego,California,07/05/2023,P2,5,2023,56043.95331,259959.8807,37143.25365,410104.8841,1960.794569,101685.3123,11538.95896,51176.84058,8772.616802,70365.08547,421.4936663,17445.32923
Hartford/Springfield,Massachusetts,07/05/2023,P2,5,2023,58048.67008,0,0,428008.059,1599.398422,115059.1319,8596.202616,0,0,50549.82777,328.578037,12415.62909
Atlanta,Georgia,07/05/2023,P2,5,2023,120888.7683,0,0,887106.3222,1988.254273,273068.7258,15939.33756,0,0,109496.7736,350.651051,23271.65105
Boston,Massachusetts,07/05/2023,P2,5,2023,84947.13223,0,0,672279.1446,1608.384314,171958.1647,12093.16614,0,0,80323.17036,329.0530498,17480.15442
Sacramento,California,07/05/2023,P2,5,2023,51942.51901,0,0,371857.5291,1998.502766,89419.6733,7479.421078,0,0,48001.56629,379.5222544,10880.60751
Des Moines,Iowa,07/05/2023,P2,5,2023,38364.55656,0,0,222251.0158,2111.006532,55804.18833,1912.254996,0,0,12689.82776,363.8166295,2742.812635
Peoria/Springfield,Illinois,07/05/2023,P2,5,2023,63747.87391,247821.5943,40313.85879,424402.4091,2006.879528,109586.8181,3641.386704,15513.62851,2460.07884,23329.30485,355.4063424,5338.636451
Wichita,Kansas,07/05/2023,P2,5,2023,32988.99455,0,0,205489.1047,1932.402099,50686.88682,1668.780921,0,0,9905.698313,295.2451036,2432.044395
Charlotte,Carolina del Norte,07/05/2023,P2,5,2023,71976.99158,0,0,529918.9741,1832.63428,143006.2889,11058.66997,0,0,61996.92526,369.4364945,15911.15417
Miami/Ft Lauderdale,Florida,07/05/2023,P2,5,2023,80509.46492,393871.8413,50848.68888,662486.3748,1735.774289,229158.1298,19454.94591,108699.2686,15439.27821,136921.3993,272.6159249,28393.29502
Birmingham/Montgomery,Alabama,07/05/2023,P2,5,2023,119505.112,0,0,847600.5093,2038.704709,259212.6846,8813.097502,0,0,61447.07726,282.986172,12913.49811
Los Angeles,California,07/05/2023,P2,5,2023,321546.2083,1477650.155,225265.4014,2256008.145,1959.439419,567464.2766,35085.53862,147469.6145,25018.17182,219030.5474,382.7801173,53926.52408
Kansas City,Kansas,14/05/2023,P2,5,2023,68879.41809,301742.832,48966.04672,452865.0529,2000.684961,108356.7255,3580.454802,10456.93361,1447.00454,26059.19262,348.6500499,5201.452532
Boise,Idaho,14/05/2023,P2,5,2023,17237.49487,0,0,114106.0714,2292.346591,28809.57263,1606.960755,0,0,10817.69625,364.099911,2351.228884
Orlando,Florida,14/05/2023,P2,5,2023,78092.5247,215171.561,32912.53387,598467.5355,1873.055826,170235.527,7744.052058,22304.66665,2794.316634,57919.47575,291.5964085,11180.33877
Chicago,Illinois,14/05/2023,P2,5,2023,239050.7778,1119492.879,173199.5024,1643924.226,1907.670621,461542.5005,14775.0413,63406.30381,8944.535775,105736.3864,354.0447081,21543.08695
Little Rock,Arkansas,14/05/2023,P2,5,2023,31014.76202,0,0,204811.9567,2102.61896,57819.50463,1307.340791,0,0,8262.255454,305.0718746,1919.147797
Indianapolis,Indiana,14/05/2023,P2,5,2023,78836.09874,316548.8049,50193.74315,518936.8319,1918.817404,134067.9009,4400.181493,15029.96653,2486.4159,27701.11713,363.132262,6369.029501
Tampa/St Petersburg,Florida,14/05/2023,P2,5,2023,71184.00658,187651.7085,28377.67751,552229.2002,1829.814275,153559.6373,8536.268553,34158.2366,4102.011138,65821.77567,313.9750034,12340.92814
Raleigh/Greensboro,Carolina del Norte,14/05/2023,P2,5,2023,88011.85171,0,0,652885.2282,1844.944974,172337.7168,8168.579735,0,0,57034.46784,319.6705099,11720.33504
San Francisco/Oakland,California,14/05/2023,P2,5,2023,78638.94739,440013.0702,56085.26234,623815.1754,1945.132095,154528.368,9307.588818,42812.56543,6199.516057,66437.20885,372.8928229,13643.10733
Denver,Colorado,14/05/2023,P2,5,2023,104378.7889,493293.6826,75185.81777,705832.826,1880.333282,165017.5219,13481.50311,65074.65165,10201.0243,86576.39721,397.7641327,19695.96211
Phoenix/Tucson,Arizona,14/05/2023,P2,5,2023,179251.867,807619.5472,142357.6727,1086008.788,2018.643149,299570.3401,17267.88817,75228.08456,11965.67283,112182.2496,406.5806238,26809.52591
Jacksonville,Florida,14/05/2023,P2,5,2023,36400.79836,98727.6997,14764.58901,283092.5508,1833.559852,83503.60301,3593.534957,8487.572702,1067.837923,28410.77578,346.5170254,5299.480146
Louisville,Kentucky,14/05/2023,P2,5,2023,42301.47818,0,0,275233.3982,2072.003759,74384.22922,1864.012879,0,0,11361.12789,311.1368318,2721.881891
South Carolina,Carolina del Sur,14/05/2023,P2,5,2023,140171.6813,0,0,1024407.404,1990.556531,303267.3129,11040.93746,0,0,77345.74623,308.5857356,15780.16349
San Diego,California,14/05/2023,P2,5,2023,65575.92139,307685.0658,48271.96234,443824.3506,1959.849807,117690.6187,9803.182115,41064.22439,5989.82156,67780.11611,392.5842876,14908.05266
Hartford/Springfield,Massachusetts,14/05/2023,P2,5,2023,55922.48429,0,0,423523.8698,1675.478466,111744.4177,5206.914119,0,0,37619.01676,306.1749514,7453.601328
Atlanta,Georgia,14/05/2023,P2,5,2023,118567.6523,0,0,892016.4608,1992.914318,271520.9304,11317.76702,0,0,81305.43907,337.8767986,16531.6673
Boston,Massachusetts,14/05/2023,P2,5,2023,88984.52168,0,0,704000.3779,1638.695189,178515.0137,11748.83368,0,0,79493.13385,324.729862,17081.19996
Sacramento,California,14/05/2023,P2,5,2023,56674.53806,0,0,414075.1909,2001.754812,97224.17954,5296.651031,0,0,36346.5855,365.1366832,7708.924209
Des Moines,Iowa,14/05/2023,P2,5,2023,32454.56165,0,0,210154.5968,2161.619719,46197.09571,1420.382378,0,0,9833.871375,343.2878306,2075.883763
Peoria/Springfield,Illinois,14/05/2023,P2,5,2023,65927.07003,256584.0535,40642.87398,446304.0345,2091.725475,110496.5519,3037.247619,9688.900556,1451.398745,20427.1942,340.0764011,4443.675475
Wichita,Kansas,14/05/2023,P2,5,2023,33245.0466,0,0,204787.7588,1980.745021,50369.44199,1507.082651,0,0,9043.021137,308.5132991,2201.392656
Charlotte,Carolina del Norte,14/05/2023,P2,5,2023,72930.69771,0,0,539000.4353,1853.921371,144864.2278,6615.47911,0,0,46337.66169,344.4078292,9455.475887
Miami/Ft Lauderdale,Florida,14/05/2023,P2,5,2023,74734.64347,220104.5948,27861.18173,644545.0894,1731.405546,223962.9121,12448.24792,52635.35127,6432.055773,98756.38186,263.9124509,18164.09514
Birmingham/Montgomery,Alabama,14/05/2023,P2,5,2023,123482.2141,0,0,880605.8747,2057.346044,270839.3124,6719.246647,0,0,49044.3494,277.9821607,9801.107782
Los Angeles,California,14/05/2023,P2,5,2023,404785.4223,1938317.76,319207.3262,2603293.734,1969.60682,706695.8082,29905.20044,116942.1639,17797.68708,202324.9515,364.3122601,45983.07868
Des Moines,Iowa,21/05/2023,P2,5,2023,31951.98105,0,0,210733.3362,2139.32835,47181.65867,1140.689282,0,0,8718.936268,333.6427724,1680.602132
Jacksonville,Florida,21/05/2023,P2,5,2023,42539.53869,208472.1712,29035.79688,320174.9608,1855.009201,92223.35362,4591.623142,24335.93404,3203.74205,34156.05294,345.7336657,6774.840156
South Carolina,Carolina del Sur,21/05/2023,P2,5,2023,158665.291,0,0,1095754.213,1975.251929,331494.6596,11159.04435,0,0,78258.23983,309.2439341,16054.35551
Miami/Ft Lauderdale,Florida,21/05/2023,P2,5,2023,87779.07061,448774.4046,55884.75614,727486.9236,1753.48896,243055.0095,15187.36051,86896.77311,11270.09985,114467.1636,268.4394552,22184.9265
Denver,Colorado,21/05/2023,P2,5,2023,96082.21019,475629.867,71795.17219,655434.4727,1866.585276,155436.2087,11805.58858,57776.15798,9059.490754,75471.37187,392.6642905,17270.36663
Phoenix/Tucson,Arizona,21/05/2023,P2,5,2023,155753.7174,748226.1707,120689.7749,1012556.163,1997.251294,251029.704,13394.37876,52592.29771,7866.927824,92505.65586,389.3794181,20699.19632
Boston,Massachusetts,21/05/2023,P2,5,2023,97252.90626,0,0,726130.1237,1682.167216,191236.2467,9447.608348,0,0,68365.28236,315.413831,13779.34223
Sacramento,California,21/05/2023,P2,5,2023,55450.10512,0,0,386297.6178,2005.221254,91646.21539,4831.011777,0,0,33629.1902,346.314756,7022.737257
Peoria/Springfield,Illinois,21/05/2023,P2,5,2023,63337.09671,307960.6707,48393.30387,423223.8919,2022.570969,106267.6006,2629.432033,5552.862232,908.0939805,18160.9787,333.1642493,3873.788286
Wichita,Kansas,21/05/2023,P2,5,2023,31907.64957,0,0,198292.3461,1987.80249,47910.67971,1181.818601,0,0,7331.957301,305.8503277,1726.645237
San Diego,California,21/05/2023,P2,5,2023,58749.48323,280537.203,39796.50578,431240.0206,1956.118702,105791.3711,7760.192392,19376.42089,2988.427764,55107.31003,363.4964452,11907.43795
Kansas City,Kansas,21/05/2023,P2,5,2023,65301.35502,274650.9413,45330.75164,439314.5327,2013.434728,102103.2961,3341.12509,4349.090627,686.3288071,24338.92806,335.7212784,4884.186998
Birmingham/Montgomery,Alabama,21/05/2023,P2,5,2023,127413.6314,0,0,909054.2961,2022.435956,270100.1598,7687.770904,0,0,55350.54331,285.9081359,11272.17308
Los Angeles,California,21/05/2023,P2,5,2023,329915.8413,1608474.446,242425.5611,2307522.576,1957.615492,574920.7478,24808.61046,69634.83843,11194.64407,169528.8589,344.6467765,38376.90604
Tampa/St Petersburg,Florida,21/05/2023,P2,5,2023,85283.97769,392680.0435,55989.31449,632930.1995,1868.897873,174335.9061,11316.33171,60562.49871,7936.563356,82767.16041,333.2720565,16473.67828
Charlotte,Carolina del Norte,21/05/2023,P2,5,2023,92470.68259,0,0,610878.764,1850.349828,177104.7673,6712.823641,0,0,46893.16344,337.6943485,9639.845826
Raleigh/Greensboro,Carolina del Norte,21/05/2023,P2,5,2023,107121.2721,0,0,708303.6379,1873.937872,203065.3878,7917.451156,0,0,55250.01415,305.0590706,11447.74334
San Francisco/Oakland,California,21/05/2023,P2,5,2023,73211.08508,355754.2089,50806.18646,551211.243,1922.9327,138186.17,8199.205555,26819.31975,3832.064567,60624.08544,358.4173655,12019.24111
Boise,Idaho,21/05/2023,P2,5,2023,16765.14028,0,0,112464.7685,2242.671554,27213.0373,1385.265931,0,0,9760.176739,343.6700317,2027.89571
Indianapolis,Indiana,21/05/2023,P2,5,2023,78371.16244,349210.0011,54095.52207,522245.9724,1925.996257,134015.4428,3917.410193,12452.09928,2066.182203,24827.53018,362.9716693,5688.877756
Louisville,Kentucky,21/05/2023,P2,5,2023,43314.15841,0,0,286203.9688,2040.212101,75708.93387,1798.686805,0,0,11113.79677,309.2589136,2630.612534
Hartford/Springfield,Massachusetts,21/05/2023,P2,5,2023,58328.82707,0,0,431962.2752,1750.914721,116998.0638,4999.282809,0,0,35960.54923,308.4984246,7267.647449
Atlanta,Georgia,21/05/2023,P2,5,2023,126942.7291,0,0,963320.5336,2041.475698,281761.3209,12167.51136,0,0,85687.72818,354.6440227,17798.50624
Orlando,Florida,21/05/2023,P2,5,2023,93004.78493,429389.2294,61062.82316,688669.9766,1896.507473,190811.236,9963.802326,49429.46926,6553.277945,71522.00375,306.3212351,14453.58724
Chicago,Illinois,21/05/2023,P2,5,2023,224798.4547,1069511.302,167148.771,1551381.628,1940.648238,421493.0984,13418.3184,30452.34737,4809.582135,98193.62421,331.5125459,19516.11604
Little Rock,Arkansas,21/05/2023,P2,5,2023,29940.8017,0,0,201198.8549,2078.844969,54645.10192,1122.647144,0,0,7357.967542,288.7851758,1646.748836
Sacramento,California,28/05/2023,P2,5,2023,63373.0827,0,0,458376.1777,2046.806088,105338.9444,5502.659122,0,0,38365.55991,357.8351938,8002.851543
Charlotte,Carolina del Norte,28/05/2023,P2,5,2023,78322.91049,0,0,559228.7671,1813.503152,150003.9755,8764.531297,0,0,49739.6654,332.3104596,12690.14974
San Diego,California,28/05/2023,P2,5,2023,58103.71548,260018.0058,36713.3285,426482.7385,1987.377475,102369.0111,8541.995569,19633.44753,3038.992901,61416.19282,375.0556696,13193.8042
Miami/Ft Lauderdale,Florida,28/05/2023,P2,5,2023,107324.8884,588357.1536,84312.72695,795149.0453,1752.564524,256348.9012,13973.50826,79553.52453,9657.783095,110892.3598,260.2194022,20366.26055
Boise,Idaho,28/05/2023,P2,5,2023,22538.25506,0,0,135716.9647,2284.918839,36637.52572,1550.549019,0,0,10934.47351,318.7025477,2267.452609
Orlando,Florida,28/05/2023,P2,5,2023,117814.7894,590492.4588,93760.0249,786069.9174,1858.232525,210833.0486,8430.88681,40798.86632,4966.556237,63549.9413,298.5993252,12153.95192
Boston,Massachusetts,28/05/2023,P2,5,2023,100376.3874,0,0,761822.4395,1747.819548,196263.9314,10054.51423,0,0,69815.76624,325.854423,14718.33659
Little Rock,Arkansas,28/05/2023,P2,5,2023,30416.23612,0,0,197654.4222,2057.084749,54738.67728,1197.475494,0,0,7862.001641,277.7722826,1756.600593
Des Moines,Iowa,28/05/2023,P2,5,2023,42021.80064,0,0,246100.0818,2095.847906,59878.96607,1488.070671,0,0,9558.920823,362.8066628,2180.457112
Wichita,Kansas,28/05/2023,P2,5,2023,35366.95322,0,0,207902.138,1952.33474,50866.58528,1221.342023,0,0,7561.137192,301.2944833,1785.679015
Tampa/St Petersburg,Florida,28/05/2023,P2,5,2023,111641.1392,542926.5333,87547.01176,737533.8416,1879.417437,196242.7438,9828.604842,53938.23992,6439.788289,76701.68016,328.6978104,14261.49442
Raleigh/Greensboro,Carolina del Norte,28/05/2023,P2,5,2023,89993.77035,0,0,642212.0142,1829.15955,171386.2984,10550.92029,0,0,59205.5892,314.8177321,15337.79264
Hartford/Springfield,Massachusetts,28/05/2023,P2,5,2023,64670.25383,0,0,483107.9146,1771.104383,125018.1828,5546.875059,0,0,39412.40325,320.9659686,8098.780085
Denver,Colorado,28/05/2023,P2,5,2023,114176.4508,565489.1309,86327.06246,772073.7216,1867.611272,179760.4347,12307.02967,54722.95977,8674.760206,79517.46776,401.8265379,17989.42493
Indianapolis,Indiana,28/05/2023,P2,5,2023,91541.68697,430285.7806,69116.96753,588265.9821,1905.429664,150648.008,4876.719472,22269.6,3729.658116,29807.0177,352.2567041,7088.607645
South Carolina,Carolina del Sur,28/05/2023,P2,5,2023,155231.452,0,0,1052139.648,1929.943383,313402.5762,13108.38373,0,0,82406.58948,307.988717,18928.03537
Kansas City,Kansas,28/05/2023,P2,5,2023,86726.63433,412726.7263,75288.31055,499568.5784,1985.637503,127075.2161,4402.016968,15905.90601,2802.048607,26580.14216,363.4882887,6379.812214
San Francisco/Oakland,California,28/05/2023,P2,5,2023,90500.83569,564088.4778,72763.00834,713702.4988,1980.580946,169032.5273,8691.200247,23714.05945,3448.512865,64939.59475,369.3700718,12767.54023
Phoenix/Tucson,Arizona,28/05/2023,P2,5,2023,181889.2316,772875.8035,141015.0913,1076236.423,2074.958792,301449.2316,15305.59157,48196.52572,8107.923988,102691.877,387.554063,24080.06958
Birmingham/Montgomery,Alabama,28/05/2023,P2,5,2023,140864.676,0,0,921659.9208,1973.782939,275057.1831,7858.407803,0,0,55616.29695,291.3935884,11402.52695
Jacksonville,Florida,28/05/2023,P2,5,2023,54303.42955,277853.6104,44143.28223,361962.3168,1856.271969,101974.1933,3976.126254,20250.40025,2465.245005,30959.37066,332.0072056,5857.95564
Louisville,Kentucky,28/05/2023,P2,5,2023,45101.37066,0,0,288677.6424,2011.01701,78100.87276,2005.176978,0,0,12304.91479,296.4388624,2928.462667
Peoria/Springfield,Illinois,28/05/2023,P2,5,2023,71104.25436,334186.4795,54309.16223,459776.1597,2033.691628,116718.7041,2986.669463,8525.999713,1427.064866,19736.64261,319.7777918,4388.739399
Atlanta,Georgia,28/05/2023,P2,5,2023,143535.5668,0,0,967636.1644,2031.131441,291117.9549,11990.59427,0,0,85657.04078,358.2044209,17504.31589
Chicago,Illinois,28/05/2023,P2,5,2023,278359.5591,1494470.984,223339.2642,1933578.853,2019.25995,513643.7869,15154.11318,39766.59563,6375.100367,110003.7304,341.3469638,22164.07092
Los Angeles,California,28/05/2023,P2,5,2023,318908.7796,1447176.999,216953.6428,2231236.396,1997.371269,543262.4207,26736.36483,76127.02397,12263.38166,183844.3282,345.8462549,41568.72466
Des Moines,Iowa,04/06/2023,P2,6,2023,32857.93592,0,0,203719.9857,2031.331627,48412.68342,1277.877325,0,0,9037.020719,326.0164749,1892.244558
Jacksonville,Florida,04/06/2023,P2,6,2023,42569.48459,188762.5614,27868.48822,305214.8806,1871.293329,89846.02712,4655.260824,25280.51469,3389.054994,33635.58993,334.1324879,6867.764107
South Carolina,Carolina del Sur,04/06/2023,P2,6,2023,154929.9185,0,0,1056741.15,1924.698231,321943.1398,11585.3764,0,0,81464.78953,296.5804856,16783.10689
Miami/Ft Lauderdale,Florida,04/06/2023,P2,6,2023,89139.15559,485853.7605,64212.79006,702573.3122,1748.15494,243005.274,15597.62179,92624.95936,12325.2135,114608.4137,274.5392689,22756.06058
Denver,Colorado,04/06/2023,P2,6,2023,116451.5173,560462.0007,86979.61661,774189.0125,1830.87246,183221.1818,16534.9367,82895.17839,13060.58301,105146.0503,406.5709826,24156.86074
Phoenix/Tucson,Arizona,04/06/2023,P2,6,2023,163958.9244,762878.4771,129419.1732,1030751.493,2060.482225,275352.3845,20411.05176,80973.59644,15412.31888,116091.3046,404.0141602,31001.37049
Boston,Massachusetts,04/06/2023,P2,6,2023,109913.3723,0,0,827517.3184,1721.538863,207044.0127,10822.83344,0,0,76263.67826,329.3090384,15834.49117
Sacramento,California,04/06/2023,P2,6,2023,59451.74348,0,0,414081.8338,2013.460414,98750.5176,6417.272905,0,0,41119.83962,366.0501103,9347.957376
