Market,State,Weeks,Periods,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U,TARTAS_KGS,TARTAS_PROMODOLLARS,TARTAS_PROMOKGS,TARTAS_DOLLARS,TARTAS_TDP,TARTAS_U,GALLETAS_KGS,GALLETAS_PROMODOLLARS,GALLETAS_PROMOKGS,GALLETAS_DOLLARS,GALLETAS_TDP,GALLETAS_U
Birmingham/Montgomery,Alabama,02/01/2022,P1,111602.7157,0,0,630502.2697,1250.768645,221332.8119,12088.11001,0,0,65973.84578,228.8477587,17082.96798,184788.2858,0,0,962892.251,2958.864453,395714.8699,96856.9134,0,0,498725.9879,823.728526,125805.6411
Los Angeles,California,02/01/2022,P1,434141.9514,1601918.824,309486.3928,2390738.418,1471.826552,767038.5532,50450.19561,205074.511,40871.55629,260773.0103,384.6177981,78096.23478,479211.8551,1986389.123,362595.9443,2683517.581,2908.373644,925029.7806,137378.0499,483732.9973,102609.3886,654935.491,794.1160682,171409.4436
South Carolina,Carolina del Sur,09/01/2022,P1,119522.9844,0,0,705856.8076,1380.615959,251778.3008,12411.31891,0,0,69269.15431,253.352521,18124.54079,182604.0206,0,0,1102232.454,3148.050321,414251.613,85404.20238,0,0,460982.6359,732.2475337,114647.5146
Charlotte,Carolina del Norte,09/01/2022,P1,71578.74653,0,0,429348.9496,1389.247227,135757.0611,7669.158993,0,0,40712.97087,263.1007612,11283.78958,83471.71769,0,0,529722.7714,3110.320993,175887.9212,45730.79499,0,0,231810.6246,786.7547408,60117.58959
San Diego,California,09/01/2022,P1,52529.9996,172696.0625,30906.04012,319268.7343,1456.547695,96101.51655,12534.4821,41873.49893,8497.213923,64960.32315,411.2742962,19043.20679,75341.28694,311249.6162,53340.6767,453377.8467,3053.258393,154827.7421,25105.53451,77858.20152,16095.7286,124830.0633,780.9305168,32739.33395
Miami/Ft Lauderdale,Florida,09/01/2022,P1,58804.55549,123788.4623,19625.86518,433420.0169,1277.240802,161863.0806,22683.81871,105375.2379,17340.39798,134643.2231,327.8057703,31572.88148,123745.9051,528042.9264,82930.19387,827030.1822,2847.773958,325395.9817,69651.59157,302794.573,50201.7599,409984.7799,721.8385249,95950.10035
Orlando,Florida,09/01/2022,P1,59452.91343,163225.1351,28068.28442,386172.1407,1298.489822,138516.7303,13806.50864,58396.48272,9559.21104,80993.56066,320.9362978,19332.48941,114347.1544,477327.0295,80544.46884,700818.9124,2969.949845,256347.4294,69459.57365,281359.4017,48421.68157,394287.275,763.2443525,92449.90365
Boston,Massachusetts,09/01/2022,P1,91728.71944,0,0,561692.7127,1142.988511,169471.5889,11966.10887,0,0,64430.79963,322.0932773,17332.57292,132493.3038,0,0,853151.5525,2822.067365,269522.1864,112780.3268,0,0,576285.1988,926.7606844,152197.7372
Des Moines,Iowa,09/01/2022,P1,21752.02788,0,0,122221.6546,1389.608015,33505.82946,1321.640246,0,0,7817.735672,276.3486438,1952.390149,26542.61315,0,0,146828.5698,3535.110744,49630.98309,15085.26471,0,0,75668.60791,1014.987436,17496.44399
Jacksonville,Florida,09/01/2022,P1,32225.64033,94369.87688,16561.94515,204657.2252,1360.033443,71847.24901,6363.354742,27215.62019,4492.926064,37528.60311,348.9171555,8988.770694,59689.26184,246990.5676,42407.13061,360413.0252,3188.115253,135895.4791,32695.06794,136126.9704,23227.29996,188644.1803,788.7405237,44392.15315
Wichita,Kansas,09/01/2022,P1,25302.82255,0,0,127390.6598,1371.464245,40091.02556,1408.994558,0,0,6601.025955,226.5856732,2090.979284,27826.69878,0,0,144259.4939,3482.305797,50939.97699,13846.95265,0,0,59699.801,898.9217008,17406.63406
Raleigh/Greensboro,Carolina del Norte,09/01/2022,P1,79811.28788,0,0,477766.6381,1261.255899,150320.578,11281.03071,0,0,60348.94601,303.0698324,16562.27304,94133.87043,0,0,592893.8901,2748.322251,195054.0099,57082.00058,0,0,288170.2803,778.5597746,74143.00941
Hartford/Springfield,Massachusetts,09/01/2022,P1,57877.61615,0,0,345493.908,1082.948336,104662.8315,5255.466541,0,0,30970.06047,249.3377151,7652.581132,86614.5397,0,0,561002.7969,2811.711958,172760.4459,53738.9234,0,0,293005.8499,897.0081733,69822.99159
Denver,Colorado,09/01/2022,P1,93237.17955,372528.3642,71348.2906,493703.8559,1441.22098,154597.7325,22577.8283,83100.4147,18636.11258,103324.8693,439.6372378,32813.57252,142529.3128,578431.5115,103520.8255,802248.8776,3751.997515,264532.3786,61011.01119,189927.6923,43558.22594,273160.691,895.532891,79900.08373
Los Angeles,California,09/01/2022,P1,330915.4625,1225111.725,230455.3722,1890841.423,1426.923141,598565.857,42672.34371,125888.2223,26673.34209,222625.8149,397.29317,66040.50995,371190.4273,1352168.755,237990.542,2192424.614,2874.749831,726990.8908,96303.45855,287633.3462,62945.85988,464573.3071,689.4221961,123051.5861
Sacramento,California,09/01/2022,P1,47356.6306,0,0,270711.0181,1394.355601,81976.26723,7384.534284,0,0,41744.32617,387.4628882,10842.70121,71182.37376,0,0,435909.3202,3140.475309,137686.6795,21328.06154,0,0,109441.1993,792.5607031,26571.21779
Indianapolis,Indiana,09/01/2022,P1,69209.32018,298238.057,56934.65399,370540.0271,1422.443274,123219.0725,3839.365288,9755.070851,2192.084461,18210.47225,256.2797839,5596.836929,74368.42164,288283.7122,53416.90217,415790.7299,3524.112707,143123.7538,38203.97429,110524.9875,24850.33607,176391.0999,859.4756722,51623.77179
Tampa/St Petersburg,Florida,09/01/2022,P1,64074.79412,181896.9912,31152.89679,412588.4112,1321.968665,139983.9176,15443.6168,66243.87023,10948.34492,90665.5777,321.7742362,22195.48879,136319.7688,605225.2542,102473.7772,829017.4645,3068.529538,298934.7494,77947.31842,324062.2878,54789.11579,449956.1687,819.9969355,106205.3411
Kansas City,Kansas,09/01/2022,P1,52712.74471,195926.3636,37220.22587,289734.0514,1415.249095,86720.35735,3842.833571,5065.46562,948.0300799,23091.52411,268.1058733,5727.253521,66461.81209,228564.239,41980.04072,385708.0182,3221.517776,124328.5303,34383.76303,59352.48537,12926.24726,174519.8789,922.0126498,40483.41802
San Francisco/Oakland,California,09/01/2022,P1,65604.66114,185301.6244,29675.0884,428431.0864,1522.909764,131611.4778,12164.31318,28074.42552,4721.483327,74739.97851,400.3341937,18019.44534,112288.3775,472966.9075,77709.18767,713319.4852,3068.273216,239638.181,32011.89467,60812.59019,10981.62026,179152.9664,820.9390918,41122.47336
Boise,Idaho,09/01/2022,P1,13339.77547,0,0,76106.5806,1552.168094,23220.64484,2251.516397,0,0,11299.80791,332.7678465,3211.558293,18328.75116,0,0,107561.3963,3699.069309,36083.76833,4747.32255,0,0,23123.32725,860.6504374,6247.515697
Phoenix/Tucson,Arizona,09/01/2022,P1,128946.4271,471141.5755,88617.6637,717798.7547,1406.03521,228015.8341,25899.54018,90515.57761,20482.95918,122101.6862,443.7928897,40172.8681,191363.5004,801506.9738,151238.3004,1040881.144,3492.602696,389096.9885,69120.45559,202669.8121,49676.11501,296799.4461,765.1182309,88198.84152
Birmingham/Montgomery,Alabama,09/01/2022,P1,105936.8903,0,0,613634.2857,1299.730642,222696.1823,10542.68389,0,0,59014.75235,210.3798328,15280.89795,154761.7074,0,0,882472.4485,2844.681777,344132.7269,71714.21669,0,0,384548.9392,724.3251433,93531.48864
Louisville,Kentucky,09/01/2022,P1,42323.26244,0,0,225208.3152,1528.375395,75549.28662,1851.882177,0,0,8886.866593,206.1215229,2721.644766,47741.43683,0,0,267911.1095,3486.19174,92763.29285,20419.15363,0,0,95160.26355,740.5777838,27416.52022
Peoria/Springfield,Illinois,09/01/2022,P1,55307.01783,196842.4745,38039.31012,296093.9232,1349.229494,93792.79028,2933.037683,7469.521777,1503.262831,14998.96085,232.3593801,4308.176161,62226.84627,237692.9445,43413.08053,346336.588,3156.632461,121039.6013,32088.64544,84749.09284,18410.32577,152958.254,841.9534927,40645.86483
Atlanta,Georgia,09/01/2022,P1,104940.0438,0,0,647737.2596,1327.183273,231805.417,19417.13448,0,0,104786.1257,278.5606243,27006.59806,178342.8763,0,0,1059399.869,3121.898496,393192.9719,90257.52325,0,0,493309.132,696.8548302,122487.5109
Chicago,Illinois,09/01/2022,P1,193401.7266,806881.4538,141353.724,1123641.048,1441.271162,385274.0953,17613.14927,61547.13277,12784.82657,87649.01266,246.6687664,25871.36856,215186.2201,948470.1712,164932.1587,1274604.39,3008.532562,453541.483,96904.05079,297204.7631,65786.26473,453625.6276,872.3912452,126086.9433
Little Rock,Arkansas,09/01/2022,P1,27366.6198,0,0,149389.7917,1483.165795,52264.72496,1513.21807,0,0,7418.930686,226.3782325,2230.171739,27423.38524,0,0,153335.5038,3489.346662,56839.83791,11604.38568,0,0,54395.02806,761.2397284,15406.11379
Wichita,Kansas,16/01/2022,P1,30568.15208,0,0,153091.6941,1362.984439,47131.67383,1824.406547,0,0,8583.460797,306.2540732,2679.980777,35302.12111,0,0,180468.1898,3557.600005,65760.9913,16491.43767,0,0,73444.1149,936.8050112,20908.16197
Atlanta,Georgia,16/01/2022,P1,157878.5275,0,0,904272.7405,1335.352158,314066.4386,19053.14486,0,0,93813.53063,248.7543831,24394.71431,231416.1737,0,0,1368922.172,3199.335162,489758.1649,114370.4399,0,0,601580.8102,715.579861,149642.5917
Denver,Colorado,16/01/2022,P1,95753.53129,304763.3278,57970.18954,521020.6741,1390.449026,152930.1051,21744.47409,78742.73638,16334.3138,106868.8998,444.030158,31675.06657,147950.5132,576290.0788,105179.3554,826621.1434,3523.15798,277450.4934,64148.16715,202488.565,43031.07787,304327.2657,855.7920867,82757.26725
Phoenix/Tucson,Arizona,16/01/2022,P1,140350.8186,569909.1969,107746.1912,776134.9294,1418.014697,250217.2628,25218.44072,87932.35862,19899.03304,118558.7049,436.2895023,38830.82473,220016.4898,852436.2513,162618.6616,1203125.795,3722.635482,441051.2555,71105.96966,208555.4502,48647.84096,319190.879,735.7771907,92257.82858
Indianapolis,Indiana,16/01/2022,P1,80671.67021,346961.3563,66546.07819,431665.7482,1445.140916,140260.1939,3403.464689,9456.567321,2004.120855,16726.17909,229.0544901,4970.99213,85781.96249,327064.3752,64736.21147,453135.0695,3558.160846,168246.4261,39509.30322,111064.3705,24525.304,185247.7132,819.7842039,51290.44637
Louisville,Kentucky,16/01/2022,P1,46054.30623,0,0,246406.2542,1585.606923,80470.49876,1401.982407,0,0,6992.522016,175.0491934,2056.416447,53949.22858,0,0,289393.2547,3507.039477,107397.7677,22952.32289,0,0,106796.8398,679.5671391,30181.23472
Peoria/Springfield,Illinois,16/01/2022,P1,60089.22811,218950.9242,43855.47001,316904.4354,1401.432078,100137.8555,2717.814832,7169.464025,1405.041912,14565.23578,222.2691232,3991.377213,72653.67189,292934.365,54300.54012,402369.7716,3282.520672,142400.2902,34311.61759,80554.38236,17813.22959,166023.6106,819.9780479,42938.80557
San Diego,California,16/01/2022,P1,61396.44656,209334.7501,39103.77084,355198.631,1476.953764,110987.1889,13305.62859,48566.04192,9997.326136,66839.15007,422.5147051,20067.04736,83879.00439,328993.701,58101.19827,499736.7312,3218.127428,173928.5798,27599.92562,92969.28967,18979.46975,136588.7076,747.4552329,36530.45241
Kansas City,Kansas,16/01/2022,P1,63564.77611,202883.6145,41249.14645,345816.0435,1446.146085,98923.74019,4915.592858,15324.67574,2523.002426,28150.63127,323.6166756,7265.432095,81112.89592,315572.9655,57389.98571,461552.5764,3237.267371,148378.2426,45737.73145,122288.8754,26279.46855,223270.5753,967.3341407,54729.24588
Miami/Ft Lauderdale,Florida,16/01/2022,P1,66418.46064,279270.9168,46985.00241,429012.3487,1252.135427,179086.5797,19348.2877,73080.53337,11781.5819,117964.9782,319.9537568,27001.2601,118432.1624,445590.2431,68144.65032,822732.6428,2977.734501,304257.6976,65417.87768,256885.4344,43963.68239,381795.2239,725.4014859,86813.6551
Birmingham/Montgomery,Alabama,16/01/2022,P1,120654.5415,0,0,684071.786,1396.364384,246823.5385,10107.74711,0,0,57360.31174,224.6687969,14440.64349,164899.5107,0,0,967110.934,2954.402441,359850.7119,74298.92574,0,0,383415.3325,798.72228,94213.15209
Sacramento,California,16/01/2022,P1,54742.2656,0,0,314701.7351,1403.162153,92544.00256,9018.921278,0,0,47440.18959,389.5544045,13180.39034,86093.92738,0,0,508472.9852,3334.618412,168917.9615,23721.52043,0,0,117936.3316,741.5500055,29714.79687
Des Moines,Iowa,16/01/2022,P1,31421.1558,0,0,157075.8453,1438.775025,45541.98017,1607.535459,0,0,9643.035734,315.7099039,2364.53134,28302.56765,0,0,153764.6133,3483.413524,49056.92569,19987.68157,0,0,92341.49999,1046.548958,23545.59025
Tampa/St Petersburg,Florida,16/01/2022,P1,82204.11595,338346.9535,62091.00376,471985.0528,1371.619222,166784.9024,12580.90331,39222.97394,6257.771451,77144.75632,313.0496738,17933.01813,134594.4805,516269.7801,84553.41354,870966.5329,3221.432694,290844.6164,78882.81729,285680.0502,51486.67869,442607.5228,801.8143803,102328.9534
Charlotte,Carolina del Norte,16/01/2022,P1,111826.6437,0,0,599669.2457,1360.097438,198837.2861,14338.98859,0,0,80215.45691,329.9129667,21302.47108,120057.9666,0,0,752794.9833,3126.00819,242530.6467,64093.95435,0,0,330171.5115,785.5452284,80866.26812
Raleigh/Greensboro,Carolina del Norte,16/01/2022,P1,123929.9563,0,0,669018.7497,1247.33752,218305.147,12367.41216,0,0,68054.20968,281.0175642,18223.37974,136997.8686,0,0,856743.4684,2885.734191,275143.3352,70303.15317,0,0,363098.3423,695.4438601,87928.15208
Chicago,Illinois,16/01/2022,P1,233411.7929,927622.3782,172347.6742,1302270.277,1470.302705,444690.0273,13630.98463,39763.83785,8615.313604,68034.40353,228.4863113,20116.09934,249322.8688,1031602.989,189812.4424,1421330.91,3127.679951,531417.6329,98660.79772,278926.2202,64026.07302,456726.9884,847.6987321,127556.2221
Los Angeles,California,16/01/2022,P1,367666.9553,1423287.829,274882.3934,2037113.524,1451.740127,653708.8715,46063.36112,176078.342,37590.92484,223643.3796,409.9757555,69698.98258,425385.5429,1577460.011,287466.6341,2472747.952,3050.262795,835596.442,104389.6589,358804.0091,77303.40445,493377.5323,676.4473088,135266.0165
Jacksonville,Florida,16/01/2022,P1,38574.95726,156509.533,28541.76846,220862.2316,1370.359337,81404.61892,4513.257778,10506.82777,1790.338182,26982.85612,331.9365897,6353.507079,59167.79503,244482.0365,39637.13468,378596.4048,3278.208731,132450.2945,31715.20614,105274.3553,19169.90422,177650.6199,782.9679212,41149.19062
South Carolina,Carolina del Sur,16/01/2022,P1,164665.6787,0,0,901683.3534,1395.391443,318589.8006,14195.06109,0,0,78760.57709,283.5070499,20940.99081,225133.6288,0,0,1366191.138,3201.029028,491659.8367,105644.3159,0,0,552054.9428,746.9620129,137247.391
Hartford/Springfield,Massachusetts,16/01/2022,P1,58015.04554,0,0,345195.2906,1161.534347,106238.5683,5624.11098,0,0,30540.20054,234.9662509,8254.592993,84064.40929,0,0,516462.9877,2833.2497,168509.8837,56191.65985,0,0,285355.9858,894.7290257,73856.00691
San Francisco/Oakland,California,16/01/2022,P1,72973.56284,222489.5586,36005.24342,470660.8755,1529.548397,142524.4922,17393.22917,65677.84989,12979.76971,91505.56412,428.711077,25576.61865,136131.1907,575489.0962,97908.98826,838700.1947,3311.012927,291039.2413,42249.88493,135760.5901,26957.77359,216880.955,784.1590961,55718.16028
Boise,Idaho,16/01/2022,P1,12879.54167,0,0,74264.49757,1508.826588,22186.84281,2244.480675,0,0,11683.70201,355.9889216,3183.741981,19602.91331,0,0,113886.6281,3607.412561,38644.53009,4786.5559,0,0,23863.8164,840.5195169,6321.169518
Orlando,Florida,16/01/2022,P1,71202.68692,290486.2081,53401.06051,407561.7097,1281.658319,152336.0627,12647.93003,28777.04966,5202.830825,72900.20154,329.4230627,17321.32824,110419.0682,380308.6852,64133.81468,705087.3849,2975.180193,242905.4856,68893.65048,233147.3985,44571.88572,367770.5316,757.6511813,86256.51889
Boston,Massachusetts,16/01/2022,P1,89730.25402,0,0,558196.1128,1193.157364,166152.4903,10709.78389,0,0,56890.68562,271.9217915,15747.96729,133224.9904,0,0,839616.6829,2898.621943,275107.376,116704.7794,0,0,582654.1811,925.6889908,157417.2954
Little Rock,Arkansas,16/01/2022,P1,34554.54398,0,0,188081.6387,1561.000197,61552.09246,1760.798361,0,0,9119.216842,238.2834804,2577.085352,34150.50402,0,0,187376.279,3600.700637,70514.47276,14067.2158,0,0,69767.82605,737.4504036,18627.2901
Wichita,Kansas,23/01/2022,P1,26404.12295,0,0,133665.1357,1317.332758,41354.79301,1676.790017,0,0,8079.656302,334.3073876,2450.607418,29844.5093,0,0,156390.5344,3623.993332,56874.29994,16897.10384,0,0,76591.76443,947.0070662,21756.30244
Atlanta,Georgia,23/01/2022,P1,117650.2049,0,0,715855.8836,1380.191827,245639.8648,13574.52181,0,0,61449.13041,256.7528603,18899.21124,178999.4814,0,0,1067507.27,2974.467359,394746.2295,78255.70856,0,0,381274.2079,729.9868534,104195.5397
Denver,Colorado,23/01/2022,P1,94125.27548,343081.1026,66692.90574,488723.4672,1407.465346,149437.977,19444.68718,62698.32141,12799.16908,99150.77082,441.1117964,28378.6452,149993.4931,550594.3382,102979.2871,818207.8577,3543.225694,276897.0446,59567.35049,161619.0441,34216.06277,287738.0432,845.6264902,76310.46709
Phoenix/Tucson,Arizona,23/01/2022,P1,131475.8197,571800.1125,103627.1383,736734.8052,1403.88025,234402.1073,20919.61271,59062.08347,12793.17047,107643.429,418.2917625,31682.80373,210096.3907,813100.3325,154271.1875,1162561.539,3719.036222,422035.4012,60169.6616,143925.3292,32153.60208,289748.3403,730.2146889,75993.81755
Indianapolis,Indiana,23/01/2022,P1,79022.26282,322093.2991,62472.63434,416334.5034,1519.707107,135765.3443,2754.674144,7222.141557,1558.577311,13343.5016,222.0504425,4008.604427,88937.42702,347407.28,66722.57185,480673.2591,3723.13886,172302.3105,37584.48858,114903.4129,25370.48333,175564.5699,879.2044608,49202.2152
Louisville,Kentucky,23/01/2022,P1,40066.69626,0,0,214102.7869,1607.468368,69550.06395,1630.251468,0,0,8388.819474,208.7231923,2410.556135,54123.11854,0,0,300611.5916,3755.294684,107458.1487,19685.61401,0,0,91705.69713,673.7503743,26674.24098
Peoria/Springfield,Illinois,23/01/2022,P1,52632.36742,189224.652,37188.91312,279962.7317,1393.733288,90252.67145,1870.598529,5389.563654,1066.923118,10118.87602,197.8936139,2743.981416,68166.95837,274427.7262,49474.41243,387551.5968,3402.449944,136007.3607,31964.46118,81872.05891,17653.85987,156613.1345,838.6193223,40012.10412
San Diego,California,23/01/2022,P1,63348.07925,252676.3594,47830.198,349183.2333,1432.524212,113553.9951,10767.35547,28060.1574,5546.863515,60088.20475,393.2003099,16023.79929,91531.15767,368292.9928,66228.51689,532566.5221,3398.502748,189054.7114,24507.31237,52703.34558,10919.42546,128974.7114,765.2159928,31914.20169
Kansas City,Kansas,23/01/2022,P1,62481.86603,206266.5743,43943.06618,319939.3895,1394.130152,94801.28427,4851.608614,6465.610811,1150.569979,28964.72585,335.4106004,7087.248755,82158.78358,318838.994,61469.15176,447103.2513,3376.409837,146764.2393,47281.15375,110591.0488,26556.61534,225589.1164,982.5798921,56326.39094
Miami/Ft Lauderdale,Florida,23/01/2022,P1,53444.82586,131132.602,21925.40934,380275.3432,1175.128628,142860.4915,25571.75839,96964.43148,21152.52563,120452.0388,292.7784307,37000.97581,152794.9989,691564.2641,118501.1629,947739.7399,3022.003764,361762.2898,71812.89529,227326.3226,49328.49292,350780.9492,720.6882844,97643.85035
Birmingham/Montgomery,Alabama,23/01/2022,P1,112167.6735,0,0,645009.4104,1460.030112,232220.6379,9840.077457,0,0,47816.49697,220.1459218,13992.53962,169432.1792,0,0,970633.7625,3136.527643,373105.9254,67138.33891,0,0,326472.202,793.3418287,86669.81609
Sacramento,California,23/01/2022,P1,52919.25186,0,0,297945.5156,1383.315235,90342.44927,7541.242768,0,0,41271.4184,372.1776428,10996.62331,84791.52628,0,0,497294.2594,3356.8014,166304.2867,23801.19896,0,0,116614.7913,733.8492223,29105.93132
Des Moines,Iowa,23/01/2022,P1,23659.27211,0,0,131669.8605,1394.932766,34964.38992,1583.929549,0,0,9115.885751,329.9443435,2310.001943,26944.09863,0,0,151532.9938,3532.463144,51250.51261,16348.558,0,0,82002.12177,1075.008984,19730.57436
Tampa/St Petersburg,Florida,23/01/2022,P1,69241.64775,203337.1831,37505.41128,433619.0083,1353.087932,145520.9928,20396.11089,72873.29311,16487.04344,92803.82898,315.7562303,29660.81004,179348.5718,806736.6766,144630.5712,1032587.739,3309.025872,387006.9419,88474.96401,297830.1951,64542.39139,424800.5874,812.156494,119831.7791
Charlotte,Carolina del Norte,23/01/2022,P1,67005.50093,0,0,417722.5928,1351.885433,125225.1004,8474.282633,0,0,40570.24269,291.9209027,12698.37723,98153.28042,0,0,603212.9659,3086.013703,204647.8492,50699.42794,0,0,235920.3701,758.5580623,65883.34118
Raleigh/Greensboro,Carolina del Norte,23/01/2022,P1,83267.99085,0,0,523637.678,1277.160901,152045.4361,9109.045244,0,0,43377.61081,234.0406396,13345.49957,127172.0904,0,0,782486.27,2877.862981,262967.8946,64833.09065,0,0,315170.6184,648.6654553,85663.19442
Chicago,Illinois,23/01/2022,P1,220496.8158,925062.9246,174625.5605,1205585.517,1488.129668,432718.9168,10673.26362,31845.61942,6515.098491,56475.06962,204.7191539,15712.5145,248823.0153,1112106.219,197373.9495,1443208.247,3268.225253,538628.7258,95595.24436,284776.3267,60296.47344,468588.6051,848.6260902,123385.2865
Los Angeles,California,23/01/2022,P1,353163.0173,1336669.662,260941.3784,1913255.149,1412.497141,620251.0363,41879.871,127277.5578,27167.03744,216275.7817,391.9045514,62598.02737,464651.0167,1814021.982,331030.2188,2680350.79,3207.719575,924822.2498,97577.97101,263972.1672,57846.10058,479929.757,691.7698656,124672.0385
Jacksonville,Florida,23/01/2022,P1,31663.23445,87974.12607,15927.16366,198575.3896,1324.717753,73133.91324,7129.57575,26940.40921,6046.963246,32474.49158,326.6214639,10356.15033,73630.68797,324739.6051,57811.02064,428472.1062,3353.858533,163435.3486,34506.94707,120095.0985,25645.38167,167568.9976,766.7613693,46229.27086
South Carolina,Carolina del Sur,23/01/2022,P1,132293.515,0,0,782662.5599,1430.626268,261536.279,14750.52208,0,0,70975.90312,287.0852945,21680.17304,221174.9806,0,0,1327886.139,3260.165074,488639.843,102269.0482,0,0,496655.6147,738.4049625,136521.6672
Hartford/Springfield,Massachusetts,23/01/2022,P1,58881.71847,0,0,349224.1675,1237.927123,108165.0577,6447.417638,0,0,36338.15209,258.6380128,9528.805556,79372.35938,0,0,515847.6922,2883.705186,159528.4816,49324.14385,0,0,254163.6534,890.5516674,63626.67758
San Francisco/Oakland,California,23/01/2022,P1,74400.98553,302828.6195,52386.41056,461185.4443,1469.951603,144035.6562,12413.67475,28751.20642,5081.823396,75267.6417,408.6220398,18344.25366,138284.2175,605236.4701,104815.7144,841142.1382,3317.927397,290079.2634,39172.75253,139240.4355,26548.91438,209523.3798,766.6396824,49585.47362
Boise,Idaho,23/01/2022,P1,13293.23049,0,0,71988.86342,1553.930146,22678.99969,1909.244124,0,0,10819.601,351.2962768,2728.269056,20265.06689,0,0,115073.7989,3635.879778,39591.16931,4369.520091,0,0,23156.59417,788.1954567,5689.052164
Orlando,Florida,23/01/2022,P1,61081.9093,161872.9653,30690.73703,379615.9086,1248.329191,131009.8501,17966.17794,59407.57303,13301.06567,83283.80827,328.7283605,25836.81166,140986.9795,607345.1236,108903.644,814918.9327,2976.367143,306897.1378,61756.17309,194473.9638,41813.04327,298512.6083,733.6537607,80379.74224
Boston,Massachusetts,23/01/2022,P1,96438.78872,0,0,570365.7541,1242.825849,177862.759,11924.51811,0,0,65315.60893,255.8776681,17496.90226,130360.374,0,0,832355.0338,2893.935745,267096.6751,97344.48682,0,0,497108.4283,922.9953987,127876.5269
Little Rock,Arkansas,23/01/2022,P1,27039.03808,0,0,147832.9801,1582.757516,51411.0713,1285.674483,0,0,6836.777181,221.6404251,1887.685664,27710.60727,0,0,155148.7723,3527.255894,57940.82894,12223.03659,0,0,61637.26686,659.4500394,16114.87541
Indianapolis,Indiana,30/01/2022,P1,73033.50366,297723.8779,56641.47534,394419.083,1530.871539,127915.9626,3340.245522,10578.87586,2156.298231,16650.9255,240.077867,4892.082819,82438.03221,333248.5163,61167.53444,460406.3594,3680.496319,159726.2376,38374.5898,117370.0162,25443.88677,182129.12,874.5170314,50764.30865
Charlotte,Carolina del Norte,30/01/2022,P1,66028.07397,0,0,401884.8579,1425.732854,126460.6465,10038.04271,0,0,50986.3964,302.0663922,14752.15668,112286.015,0,0,624859.6598,3240.399759,239225.8877,59617.85171,0,0,293451.456,824.8931068,79034.38987
San Diego,California,30/01/2022,P1,62006.34836,259306.9073,47226.91222,355101.2766,1467.992179,111734.2017,12864.46728,49647.93379,10308.80692,64190.34933,391.9308806,18859.23396,76413.46039,279957.1466,47373.84242,476427.1476,3247.866092,158416.2057,26766.81365,84470.18829,17839.28227,130588.4055,761.0098891,34908.36543
Miami/Ft Lauderdale,Florida,30/01/2022,P1,70422.60268,265856.0467,47385.69698,446874.1234,1211.759294,161916.4533,25803.87162,109086.4462,22035.45322,129206.502,276.7940739,37433.98181,119739.5143,589790.909,84786.25987,854548.9804,2987.040206,283713.2943,67219.08809,223962.2223,44735.14014,347047.7472,694.5757324,90122.41567
Boise,Idaho,30/01/2022,P1,13797.42507,0,0,75866.09441,1604.308862,23748.63027,2554.005527,0,0,12855.85461,306.2699293,3688.544991,18401.79576,0,0,110476.9523,3794.067149,35777.7889,5541.261795,0,0,27601.61453,746.9018818,7271.552369
Orlando,Florida,30/01/2022,P1,75936.93881,284084.9376,53883.09238,430217.2372,1244.00304,146523.3735,18291.68657,72372.37342,14924.18117,89699.58957,301.7054154,26536.2283,117855.7857,546263.7527,84859.88657,764643.3053,3063.444713,252050.5319,57726.83669,189957.7392,38975.00724,287799.0748,634.5235982,74812.65698
Little Rock,Arkansas,30/01/2022,P1,26778.55868,0,0,149194.5614,1544.693819,52831.95405,1468.281597,0,0,7527.308391,225.2875722,2143.913757,28036.7054,0,0,160668.0932,3649.077347,58470.37272,11085.71478,0,0,55722.14344,644.7876965,14671.60451
Sacramento,California,30/01/2022,P1,51868.75914,0,0,300362.4689,1411.263326,91302.13301,9095.618979,0,0,45737.06662,370.8572222,13253.49205,84149.50789,0,0,505419.46,3308.910281,163429.1606,26222.51723,0,0,122921.2805,748.4813088,32828.66695
Wichita,Kansas,30/01/2022,P1,28553.81447,0,0,146284.2169,1344.853834,44825.70507,1993.796844,0,0,9497.036149,343.0324607,2906.570695,32022.15622,0,0,173170.0704,3663.132634,60889.71393,17077.11937,0,0,78070.10248,924.966642,22222.79519
Tampa/St Petersburg,Florida,30/01/2022,P1,84214.10845,325878.6332,61482.89342,476179.5107,1352.83954,168594.0269,19080.83902,75535.78047,15599.5465,93303.77344,291.3038315,27761.73229,140858.7969,698631.3427,106211.9498,930048.5031,3318.385973,303803.196,81699.02582,270497.8412,55791.6228,409439.9361,779.2853337,108568.6452
Raleigh/Greensboro,Carolina del Norte,30/01/2022,P1,74798.85965,0,0,471204.8165,1304.889423,143218.6534,8513.062704,0,0,45421.34739,251.2665759,12404.33863,126176.8007,0,0,696832.1805,2975.125304,267528.681,58918.0666,0,0,311233.3359,648.6631731,80246.56459
